hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
686,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-2,35233,c
686,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-inf-2a,35233a,a
686,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-2a,35233a,e
686,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-2a,35233a,d
687,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-3,35233,d
687,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-3,35233,e
687,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-inf-3a,35233a,c
687,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-3a,35233a,a
687,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-3a,35233a,b
688,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-4,35233,a
688,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-4,35233,e
688,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-inf-4a,35233a,b
688,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-4a,35233a,c
688,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-4a,35233a,d
689,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-6,35233,c
689,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-inf-6,35233,e
689,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-inf-6a,35233a,b
689,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-6a,35233a,d
689,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-inf-6a,35233a,a
690,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-vte-1,35233,b
690,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-vte-1,35233,a
690,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-vte-1a,35233a,e
690,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-vte-1a,35233a,c
690,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-vte-1a,35233a,d
691,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-vte-2,35233,e
691,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033,al,al_scip-vte-2,35233,d
691,619 south 19th streeta,birminghama,jeffersona,university of alabama hospital,government - state,acute care hospitals,2059344011a,10033a,ala,al_scip-vte-2a,35233a,c
691,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-vte-2a,35233a,b
691,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033a,ala,al_scip-vte-2a,35233a,a
692,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-1,36078,b
692,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-1,36078,c
692,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-1a,36078a,d
692,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-1a,36078a,e
692,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-1a,36078a,a
693,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-2,36078,c
693,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-2,36078,b
693,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-2a,36078a,e
693,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-2a,36078a,d
693,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-2a,36078a,a
694,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-3,36078,e
694,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-3,36078,a
694,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-3a,36078a,d
694,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-3a,36078a,c
694,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-3a,36078a,b
695,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-4,36078,b
695,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-4,36078,a
695,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-4a,36078a,e
695,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-4a,36078a,d
695,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-4a,36078a,c
696,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-5,36078,c
696,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-5,36078,a
696,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-5a,36078a,b
696,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-5a,36078a,d
696,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-5a,36078a,e
697,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-7a,36078,e
697,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-7a,36078,c
697,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-7aa,36078a,d
697,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-7aa,36078a,a
697,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-7aa,36078a,b
698,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-8a,36078,c
698,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_ami-8a,36078,a
698,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_ami-8aa,36078a,e
698,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-8aa,36078a,b
698,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_ami-8aa,36078a,d
699,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-1,36078,e
699,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-1,36078,c
699,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_hf-1a,36078a,a
699,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-1a,36078a,b
699,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-1a,36078a,d
700,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-2,36078,d
700,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-2,36078,a
700,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_hf-2a,36078a,e
700,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-2a,36078a,b
700,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-2a,36078a,c
701,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-3,36078,a
701,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-3,36078,e
701,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_hf-3a,36078a,b
701,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-3a,36078a,c
701,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-3a,36078a,d
702,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-4,36078,e
702,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_hf-4,36078,a
702,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_hf-4a,36078a,d
702,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-4a,36078a,c
702,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_hf-4a,36078a,b
703,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-2,36078,a
703,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-2,36078,b
703,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-2a,36078a,d
703,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-2a,36078a,c
703,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-2a,36078a,e
704,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-3b,36078,a
704,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-3b,36078,d
704,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-3ba,36078a,c
704,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-3ba,36078a,e
704,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-3ba,36078a,b
705,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-4,36078,a
705,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-4,36078,b
705,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-4a,36078a,d
705,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-4a,36078a,c
705,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-4a,36078a,e
706,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-5c,36078,b
706,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-5c,36078,d
706,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-5ca,36078a,c
706,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-5ca,36078a,e
706,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-5ca,36078a,a
707,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-6,36078,b
707,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-6,36078,e
707,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-6a,36078a,a
707,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-6a,36078a,c
707,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-6a,36078a,d
708,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-7,36078,e
708,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_pn-7,36078,c
708,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_pn-7a,36078a,b
708,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-7a,36078a,d
708,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_pn-7a,36078a,a
709,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-card-2,36078,a
709,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-card-2,36078,e
709,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-card-2a,36078a,c
709,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-card-2a,36078a,b
709,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-card-2a,36078a,d
710,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-1,36078,c
710,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-1,36078,e
710,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-inf-1a,36078a,d
710,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-1a,36078a,b
710,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-1a,36078a,a
711,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-2,36078,c
711,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-2,36078,b
711,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-inf-2a,36078a,d
711,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-2a,36078a,e
711,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-2a,36078a,a
712,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-3,36078,b
712,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-3,36078,e
712,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-inf-3a,36078a,d
712,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-3a,36078a,c
712,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-3a,36078a,a
713,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-4,36078,d
713,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-4,36078,c
713,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-inf-4a,36078a,b
713,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-4a,36078a,e
713,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-4a,36078a,a
714,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-6,36078,e
714,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-inf-6,36078,d
714,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-inf-6a,36078a,b
714,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-6a,36078a,a
714,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-inf-6a,36078a,c
715,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-vte-1,36078,c
715,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-vte-1,36078,b
715,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-vte-1a,36078a,d
715,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-vte-1a,36078a,e
715,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-vte-1a,36078a,a
716,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-vte-2,36078,b
716,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034,al,al_scip-vte-2,36078,c
716,805 friendship roada,tallasseea,elmorea,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541a,10034a,ala,al_scip-vte-2a,36078a,d
716,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-vte-2a,36078a,a
716,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034a,ala,al_scip-vte-2a,36078a,e
717,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-1,35058,a
717,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-1,35058,c
717,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-1a,35058a,d
717,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-1a,35058a,e
717,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-1a,35058a,b
718,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-2,35058,b
718,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-2,35058,c
718,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-2a,35058a,a
718,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-2a,35058a,e
718,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-2a,35058a,d
719,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-3,35058,d
719,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-3,35058,a
719,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-3a,35058a,c
719,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-3a,35058a,b
719,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-3a,35058a,e
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-4,35058,d
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-4,35058,c
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-4a,35058a,e
720,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-4a,35058a,b
720,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-4a,35058a,a
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-5,35058,c
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-5,35058,d
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-5a,35058a,e
721,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-5a,35058a,a
721,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-5a,35058a,b
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-7a,35058,a
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-7a,35058,d
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-7aa,35058a,c
722,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-7aa,35058a,e
722,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-7aa,35058a,b
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-8a,35058,e
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-8a,35058,c
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-8aa,35058a,a
723,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-8aa,35058a,b
723,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-8aa,35058a,d
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-1,35058,c
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-1,35058,b
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-1a,35058a,e
