hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,a
607,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-6,36323,a
608,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_pn-7,36323,a
609,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-card-2,36323,a
610,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-inf-1,36323,a
611,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-inf-2,36323,a
612,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-inf-3,36323,a
613,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-inf-4,36323,a
614,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-inf-6,36323,a
615,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-vte-1,36323,a
616,987 drayton street,elba,coffee,elba general hospital,voluntary non-profit - other,acute care hospitals,3348972257,10027,al,al_scip-vte-2,36323,a
617,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-1,36801,a
618,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-2,36801,a
619,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-3,36801,a
620,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-4,36801,a
621,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-5,36801,a
622,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-7a,36801,a
623,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_ami-8a,36801,a
624,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_hf-1,36801,a
625,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_hf-2,36801,a
626,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_hf-3,36801,a
627,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_hf-4,36801,a
628,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-2,36801,a
629,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-3b,36801,a
630,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-4,36801,a
631,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-5c,36801,a
632,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-6,36801,a
633,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_pn-7,36801,a
634,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-card-2,36801,a
635,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-inf-1,36801,a
636,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-inf-2,36801,a
637,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-inf-3,36801,a
638,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-inf-4,36801,a
639,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-inf-6,36801,a
640,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-vte-1,36801,a
641,2000 pepperell parkway,opelika,lee,east alabama medical center and snf,government - hospital district or authority,acute care hospitals,3347493411,10029,al,al_scip-vte-2,36801,a
642,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-1,36278,a
643,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-2,36278,a
644,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-3,36278,a
645,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-4,36278,a
646,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-5,36278,a
647,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-7a,36278,a
648,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_ami-8a,36278,a
649,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_hf-1,36278,a
650,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_hf-2,36278,a
651,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_hf-3,36278,a
652,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_hf-4,36278,a
653,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-2,36278,a
654,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-3b,36278,a
655,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-4,36278,a
656,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-5c,36278,a
657,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-6,36278,a
658,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_pn-7,36278,a
659,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-card-2,36278,a
660,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-inf-1,36278,a
661,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-inf-2,36278,a
662,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-inf-3,36278,a
663,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-inf-4,36278,a
664,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-inf-6,36278,a
665,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-vte-1,36278,a
666,209 north main street,wedowee,randolph,wedowee hospital,government - local,acute care hospitals,2563572111,10032,al,al_scip-vte-2,36278,a
667,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-1,35233,a
668,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-2,35233,a
669,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-3,35233,a
670,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-4,35233,a
671,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-5,35233,a
672,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-7a,35233,a
673,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_ami-8a,35233,a
674,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_hf-1,35233,a
675,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_hf-2,35233,a
676,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_hf-3,35233,a
677,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_hf-4,35233,a
678,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-2,35233,a
679,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-3b,35233,a
680,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-4,35233,a
681,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-5c,35233,a
682,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-6,35233,a
683,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_pn-7,35233,a
684,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-card-2,35233,a
685,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-inf-1,35233,a
686,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-inf-2,35233,a
687,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-inf-3,35233,a
688,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-inf-4,35233,a
689,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-inf-6,35233,a
690,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-vte-1,35233,a
691,619 south 19th street,birmingham,jefferson,university of alabama hospital,government - state,acute care hospitals,2059344011,10033,al,al_scip-vte-2,35233,a
692,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-1,36078,a
693,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-2,36078,a
694,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-3,36078,a
695,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-4,36078,a
696,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-5,36078,a
697,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-7a,36078,a
698,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_ami-8a,36078,a
699,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_hf-1,36078,a
700,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_hf-2,36078,a
701,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_hf-3,36078,a
702,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_hf-4,36078,a
703,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-2,36078,a
704,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-3b,36078,a
705,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-4,36078,a
706,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-5c,36078,a
707,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-6,36078,a
708,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_pn-7,36078,a
709,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-card-2,36078,a
710,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-inf-1,36078,a
711,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-inf-2,36078,a
712,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-inf-3,36078,a
713,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-inf-4,36078,a
714,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-inf-6,36078,a
715,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-vte-1,36078,a
716,805 friendship road,tallassee,elmore,community hospital inc,voluntary non-profit - private,acute care hospitals,3342836541,10034,al,al_scip-vte-2,36078,a
717,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-1,35058,a
718,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-2,35058,a
719,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-3,35058,a
720,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-4,35058,a
721,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-5,35058,a
722,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-7a,35058,a
723,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_ami-8a,35058,a
724,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_hf-1,35058,a
725,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_hf-2,35058,a
726,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_hf-3,35058,a
727,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_hf-4,35058,a
728,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-2,35058,a
729,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-3b,35058,a
730,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-4,35058,a
731,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-5c,35058,a
732,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-6,35058,a
733,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_pn-7,35058,a
734,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-card-2,35058,a
735,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-inf-1,35058,a
736,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-inf-2,35058,a
737,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-inf-3,35058,a
738,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-inf-4,35058,a
739,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-inf-6,35058,a
740,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-vte-1,35058,a
741,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035,al,al_scip-vte-2,35058,a
742,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-1,36420,a
743,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-2,36420,a
744,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-3,36420,a
745,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-4,36420,a
746,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-5,36420,a
747,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-7a,36420,a
748,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_ami-8a,36420,a
749,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_hf-1,36420,a
750,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_hf-2,36420,a
751,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_hf-3,36420,a
752,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_hf-4,36420,a
753,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-2,36420,a
754,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-3b,36420,a
755,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-4,36420,a
756,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-5c,36420,a
757,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-6,36420,a
758,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_pn-7,36420,a
759,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-card-2,36420,a
760,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-inf-1,36420,a
761,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-inf-2,36420,a
762,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-inf-3,36420,a
763,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-inf-4,36420,a
764,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-inf-6,36420,a
765,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-vte-1,36420,a
766,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036,al,al_scip-vte-2,36420,a
767,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_cac-1,36201,a
768,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-inf-1,36201,a
769,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-inf-2,36201,a
770,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-inf-3,36201,a
771,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-inf-4,36201,a
772,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-inf-6,36201,a
773,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-vte-1,36201,a
774,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038,al,al_scip-vte-2,36201,a
775,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_cac-1,35801,a
776,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_cac-2,35801,a
777,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_cac-3,35801,a
778,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-1,35801,a
779,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-2,35801,a
780,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-3,35801,a
781,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-4,35801,a
782,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-5,35801,a
783,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-7a,35801,a
784,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_ami-8a,35801,a
785,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_hf-1,35801,a
786,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_hf-2,35801,a
787,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_hf-3,35801,a
788,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_hf-4,35801,a
789,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-2,35801,a
790,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-3b,35801,a
791,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-4,35801,a
792,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-5c,35801,a
793,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-6,35801,a
794,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_pn-7,35801,a
795,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-card-2,35801,a
796,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-inf-1,35801,a
797,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-inf-2,35801,a
798,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-inf-3,35801,a
799,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-inf-4,35801,a
800,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-inf-6,35801,a
801,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-vte-1,35801,a
802,101 sivley rd,huntsville,madison,huntsville hospital,government - hospital district or authority,acute care hospitals,2562651000,10039,al,al_scip-vte-2,35801,a
803,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-1,35903,a
804,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-2,35903,a
805,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-3,35903,a
806,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-4,35903,a
807,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-5,35903,a
808,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-7a,35903,a
809,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_ami-8a,35903,a
810,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_hf-1,35903,a
811,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_hf-2,35903,a
812,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_hf-3,35903,a
813,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_hf-4,35903,a
814,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-2,35903,a
815,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-3b,35903,a
