hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
719,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-3a,35058a
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-4,35058
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-4,35058
720,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-4a,35058a
720,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-4a,35058a
720,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-4a,35058a
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-5,35058
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-5,35058
721,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-5a,35058a
721,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-5a,35058a
721,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-5a,35058a
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-7a,35058
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-7a,35058
722,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-7aa,35058a
722,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-7aa,35058a
722,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-7aa,35058a
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-8a,35058
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_ami-8a,35058
723,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_ami-8aa,35058a
723,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-8aa,35058a
723,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_ami-8aa,35058a
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-1,35058
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-1,35058
724,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-1a,35058a
724,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-1a,35058a
724,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-1a,35058a
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-2,35058
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-2,35058
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-2a,35058a
725,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-2a,35058a
725,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-2a,35058a
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-3,35058
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-3,35058
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-3a,35058a
726,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-3a,35058a
726,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-3a,35058a
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-4,35058
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-4,35058
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-4a,35058a
727,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-4a,35058a
727,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-4a,35058a
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-2,35058
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-2,35058
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-2a,35058a
728,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-2a,35058a
728,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-2a,35058a
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-3b,35058
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-3b,35058
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-3ba,35058a
729,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-3ba,35058a
729,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-3ba,35058a
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-4,35058
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-4,35058
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-4a,35058a
730,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-4a,35058a
730,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-4a,35058a
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-5c,35058
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-5c,35058
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-5ca,35058a
731,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-5ca,35058a
731,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-5ca,35058a
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-6,35058
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-6,35058
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-6a,35058a
732,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-6a,35058a
732,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-6a,35058a
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-7,35058
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-7,35058
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-7a,35058a
733,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-7a,35058a
733,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-7a,35058a
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-card-2,35058
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-card-2,35058
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-card-2a,35058a
734,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-card-2a,35058a
734,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-card-2a,35058a
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-1,35058
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-1,35058
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-1a,35058a
735,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-1a,35058a
735,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-1a,35058a
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-2,35058
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-2,35058
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-2a,35058a
736,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-2a,35058a
736,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-2a,35058a
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-3,35058
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-3,35058
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-3a,35058a
737,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-3a,35058a
737,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-3a,35058a
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-4,35058
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-4,35058
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-4a,35058a
738,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-4a,35058a
738,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-4a,35058a
739,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-6,35058
739,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-6,35058
739,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-6a,35058a
739,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-6a,35058a
739,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-6a,35058a
740,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-vte-1,35058
740,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-vte-1,35058
740,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-vte-1a,35058a
740,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-vte-1a,35058a
740,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-vte-1a,35058a
741,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-vte-2,35058
741,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-vte-2,35058
741,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-vte-2a,35058a
741,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-vte-2a,35058a
741,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-vte-2a,35058a
742,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-1,36420
742,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-1,36420
742,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-1a,36420a
742,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-1a,36420a
742,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-1a,36420a
743,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-2,36420
743,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-2,36420
743,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-2a,36420a
743,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-2a,36420a
743,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-2a,36420a
744,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-3,36420
744,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-3,36420
744,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-3a,36420a
744,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-3a,36420a
744,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-3a,36420a
745,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-4,36420
745,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-4,36420
745,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-4a,36420a
745,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-4a,36420a
745,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-4a,36420a
746,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-5,36420
746,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-5,36420
746,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-5a,36420a
746,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-5a,36420a
746,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-5a,36420a
747,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-7a,36420
747,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-7a,36420
747,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-7aa,36420a
747,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-7aa,36420a
747,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-7aa,36420a
748,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-8a,36420
748,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_ami-8a,36420
748,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_ami-8aa,36420a
748,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-8aa,36420a
748,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_ami-8aa,36420a
749,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-1,36420
749,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-1,36420
749,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_hf-1a,36420a
749,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-1a,36420a
749,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-1a,36420a
750,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-2,36420
750,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-2,36420
750,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_hf-2a,36420a
750,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-2a,36420a
750,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-2a,36420a
751,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-3,36420
751,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-3,36420
751,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_hf-3a,36420a
751,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-3a,36420a
751,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-3a,36420a
752,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-4,36420
752,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_hf-4,36420
752,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_hf-4a,36420a
752,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-4a,36420a
752,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_hf-4a,36420a
753,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-2,36420
753,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-2,36420
753,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-2a,36420a
753,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-2a,36420a
753,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-2a,36420a
754,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-3b,36420
754,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-3b,36420
754,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-3ba,36420a
754,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-3ba,36420a
754,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-3ba,36420a
755,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-4,36420
755,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-4,36420
755,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-4a,36420a
755,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-4a,36420a
755,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-4a,36420a
756,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-5c,36420
756,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-5c,36420
756,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-5ca,36420a
756,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-5ca,36420a
756,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-5ca,36420a
757,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-6,36420
757,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-6,36420
757,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-6a,36420a
757,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-6a,36420a
757,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-6a,36420a
758,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-7,36420
758,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_pn-7,36420
758,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_pn-7a,36420a
758,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-7a,36420a
