flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
2011-12-29-AA-1733-ORD-PHX,December 29- 2011               07:45 PM    ,December 29- 2011               07:43 PM    , K12,December 29- 2011               10:30 PM    ,December 29- 2011     , 6    
2011-12-29-AA-4277-CVG-JFK,December 29- 2011               12:10 PM    ,December 29- 2011               12:15 PM    , 1,December 29- 2011               02:15 PM    ,December 29- 2011               02:03 PM    , 31D    
2011-12-29-AA-2312-DFW-DTW,December 29- 2011               08:25 PM    ,December 29- 2011     , C17,December 29- 2011               11:50 PM    ,December 29- 2011     , D32    
2011-12-29-AA-404-MIA-MCO,December 29- 2011               06:45 AM    ,December 29- 2011               06:40 AM    , E7,December 29- 2011               07:45 AM    ,December 29- 2011               07:37 AM    , 15    
2011-12-29-AA-446-DFW-PHL,December 29- 2011               11:50 AM    ,December 29- 2011               11:59 AM    , A20,December 29- 2011               03:50 PM    ,December 29- 2011               03:44 PM    , A9    
2011-12-29-AA-2268-PHX-ORD,December 29- 2011               07:15 AM    ,December 29- 2011               07:13 AM    , 6,December 29- 2011               11:35 AM    ,December 29- 2011               11:16 AM    , H6    
2011-12-29-AA-4344-ORD-DTW,December 29- 2011               11:45 AM    ,December 29- 2011               11:44 AM    , G1B,December 29- 2011               02:00 PM    ,December 29- 2011               01:54 PM    , D28    
2011-12-29-AA-484-DFW-MIA,December 29- 2011               04:15 PM    ,December 29- 2011               04:15 PM    , D28,December 29- 2011               07:55 PM    ,December 29- 2011               08:12 PM    , D5    
2011-12-29-AA-3979-CVG-ORD,December 29- 2011               07:30 AM    ,December 29- 2011               07:30 AM    , 1,December 29- 2011               08:00 AM    ,December 29- 2011               07:41 AM    , G7    
2011-12-29-AA-3063-SLC-LAX,December 29- 2011               08:20 PM    ,December 29- 2011               08:08 PM    , A3,December 29- 2011               09:20 PM    ,December 29- 2011     , 44D    
2011-12-29-AA-3859-IAH-ORD,December 29- 2011               07:10 AM    ,December 29- 2011               07:09 AM    , A29,December 29- 2011               09:40 AM    ,December 29- 2011               09:45 AM    , H5    
2011-12-29-AA-3842-MSP-ORD,December 29- 2011               06:00 AM    ,December 29- 2011               05:58 AM    , E14,December 29- 2011               07:30 AM    ,December 29- 2011               07:07 AM    , H4    
2011-12-29-AA-1544-SAN-ORD,December 29- 2011               11:25 AM    ,December 29- 2011               11:23 AM    , 27,December 29- 2011               05:25 PM    ,December 29- 2011               05:08 PM    , H6    
2011-12-29-AA-649-ORD-SNA,December 29- 2011               01:30 PM    ,December 29- 2011     , K16,December 29- 2011               03:50 PM    ,December 29- 2011     , 7    
2011-12-29-AA-1640-MIA-MCO,December 29- 2011               06:30 PM    ,December 29- 2011     , D42,December 29- 2011               07:25 PM    ,December 29- 2011     , 14    
2011-12-29-AA-518-MIA-JFK,December 29- 2011               06:30 AM    ,December 29- 2011               07:05 AM    , D44,December 29- 2011               09:15 AM    ,December 29- 2011               09:36 AM    , 8    
2011-12-29-AA-2525-DFW-MIA,December 29- 2011               07:25 AM    ,December 29- 2011               07:22 AM    , D30,December 29- 2011               11:10 AM    ,December 29- 2011               11:05 AM    , D16    
2011-12-29-AA-1279-DFW-PHX,December 29- 2011               01:00 PM    ,December 29- 2011               01:06 PM    , C19,December 29- 2011               02:35 PM    ,December 29- 2011               02:30 PM    , 4    
2011-12-29-AA-1522-SFO-ORD,December 29- 2011               11:55 PM    ,December 29- 2011     , 57,December 30- 2011               05:50 AM    ,December 30- 2011     , H10    
2011-12-29-AA-1434-DFW-MCO,December 29- 2011               07:15 AM    ,December 29- 2011               08:06 AM    , A25,December 29- 2011               10:35 AM    ,December 29- 2011               11:32 AM    , 17    
2011-12-29-AA-59-JFK-SFO,December 29- 2011               07:10 AM    ,December 29- 2011               07:05 AM    , 46,December 29- 2011               10:45 AM    ,December 29- 2011               10:46 AM    , 58B    
2011-12-29-AA-415-BOS-ORD,December 29- 2011               08:35 AM    ,December 29- 2011               08:37 AM    , B36,December 29- 2011               10:40 AM    ,December 29- 2011               10:15 AM    , H17    
2011-12-29-AA-222-LAX-BOS,December 29- 2011               07:10 AM    ,December 29- 2011               07:05 AM    , 43,December 29- 2011               03:30 PM    ,December 29- 2011               03:23 PM    , B32    
2011-12-29-AA-3823-LAX-DEN,December 29- 2011               09:00 PM    ,December 29- 2011     , 44F,December 30- 2011               12:15 AM    ,December 30- 2011     , A49    
2011-12-29-AA-1165-JFK-MIA,December 29- 2011               06:59 AM    ,December 29- 2011               06:50 AM    , 6,December 29- 2011               10:34 AM    ,December 29- 2011               10:07 AM    , D25    
2011-12-29-AA-3786-IAH-ORD,December 29- 2011               04:00 PM    ,December 29- 2011               03:50 PM    , A29,December 29- 2011               06:40 PM    ,December 29- 2011               06:12 PM    , G3    
2011-12-29-AA-4330-CVG-ORD,December 29- 2011               03:35 PM    ,December 29- 2011               03:24 PM    , 5,December 29- 2011               04:00 PM    ,December 29- 2011               03:37 PM    , G20    
2011-12-29-AA-3468-CVG-MIA,December 29- 2011               07:00 AM    ,December 29- 2011               06:59 AM    , 1,December 29- 2011               09:55 AM    ,December 29- 2011               09:27 AM    , D60M    
2011-12-29-AA-204-LAX-MCO,December 29- 2011               11:25 PM    ,December 29- 2011     , 45,December 30- 2011               06:55 AM    ,December 30- 2011     , TBA    
2011-12-29-AA-466-IAH-MIA,December 29- 2011               06:00 AM    ,December 29- 2011               05:59 AM    , A27,December 29- 2011               09:20 AM    ,December 29- 2011               09:17 AM    , D17    
2011-12-29-AA-3-JFK-LAX,December 29- 2011               12:00 PM    ,December 29- 2011               11:54 AM    , 39,December 29- 2011               03:15 PM    ,December 29- 2011               03:03 PM    , 46A    
2011-12-29-AA-1007-MIA-PHX,December 29- 2011               04:55 PM    ,December 29- 2011               04:48 PM    , D30,December 29- 2011               08:05 PM    ,December 29- 2011               07:48 PM    , 4    
2011-12-29-AA-271-MIA-LAX,December 29- 2011               11:35 AM    ,December 29- 2011               11:34 AM    , D12,December 29- 2011               02:25 PM    ,December 29- 2011               02:17 PM    , 42A    
2011-12-29-AA-643-MIA-ORD,December 29- 2011               07:10 AM    ,December 29- 2011               07:07 AM    , D16,December 29- 2011               09:35 AM    ,December 29- 2011               09:19 AM    , H15    
2011-12-29-AA-4198-ORD-CLE,December 29- 2011               10:40 AM    ,December 29- 2011               10:35 AM    , H4,December 29- 2011               12:55 PM    ,December 29- 2011               12:57 PM    , A1    
2011-12-29-AA-400-DFW-JFK,December 29- 2011               10:40 AM    ,December 29- 2011               12:32 PM    , C36,December 29- 2011               02:59 PM    ,December 29- 2011               04:52 PM    , 36    
2011-12-29-AA-1886-BOS-MIA,December 29- 2011               10:45 AM    ,December 29- 2011               10:39 AM    , B28,December 29- 2011               02:20 PM    ,December 29- 2011               02:41 PM    , D24    
2011-12-29-AA-3809-PHX-LAX,December 29- 2011               06:00 AM    ,December 29- 2011               05:57 AM    , 2,December 29- 2011               06:40 AM    ,December 29- 2011               06:23 AM    , 44I    
2011-12-29-AA-2957-DFW-CVG,December 29- 2011               07:55 AM    ,December 29- 2011               07:53 AM    , B11,December 29- 2011               11:05 AM    ,December 29- 2011               10:59 AM    , 3    
2011-12-29-UA-1500-IAH-GUA,Thu- Dec 29 8:50 AM,Thu- Dec 29 8:53 AM            Delayed,E22,Thu- Dec 29 11:43 AM,Thu- Dec 29 11:43 AM,--
2011-12-29-UA-3515-IAD-MSP,Thu- Dec 29 8:19 AM,Thu- Dec 29 8:17 AM,D18,Thu- Dec 29 10:09 AM,Thu- Dec 29 9:53 AM,E8
2011-12-29-UA-664-ORD-PHL,Thu- Dec 29 1:35 PM,Thu- Dec 29 1:34 PM            On Time,B14,Thu- Dec 29 4:38 PM,Thu- Dec 29 4:32 PM,D9
2011-12-29-UA-414-LAX-SFO,Thu- Dec 29 6:00 AM,Thu- Dec 29 5:56 AM,81,Thu- Dec 29 7:26 AM,Thu- Dec 29 7:08 AM,72
2011-12-29-UA-257-JFK-SFO,Thu- Dec 29 2:30 PM,Thu- Dec 29 2:26 PM,10,Thu- Dec 29 6:14 PM,Thu- Dec 29 6:02 PM,82
2011-12-29-UA-62-IAH-EWR,Thu- Dec 29 2:30 PM,Thu- Dec 29 2:30 PM,C-39,Thu- Dec 29 7:03 PM,Thu- Dec 29 6:52 PM,C81
2011-12-29-UA-843-LAX-ORD,Thu- Dec 29 2:10 PM,Thu- Dec 29 2:44 PM,73,Thu- Dec 29 8:12 PM,Thu- Dec 29 8:28 PM,C11
2011-12-29-UA-248-PHX-ORD,Thu- Dec 29 12:52 PM,Thu- Dec 29 12:52 PM            On Time,3,Thu- Dec 29 5:13 PM,Thu- Dec 29 5:13 PM,B12
2011-12-29-UA-2704-DTW-PHX,Thu- Dec 29 11:15 AM,Thu- Dec 29 11:15 AM,D14,Thu- Dec 29 1:40 PM,Thu- Dec 29 1:52 PM,A8
2011-12-29-UA-2515-DFW-CLT,Thu- Dec 29 7:00 AM,Thu- Dec 29 7:00 AM,E36,Thu- Dec 29 10:26 AM,Thu- Dec 29 10:28 AM,B10
2011-12-29-UA-3373-IAD-PHL,Thu- Dec 29 8:30 AM,Thu- Dec 29 10:00 AM,A5C,Thu- Dec 29 9:25 AM,Thu- Dec 29 10:57 AM,D7
2011-12-29-UA-2906-PHL-MCO,Thu- Dec 29 3:50 PM,Thu- Dec 29 3:50 PM            Delayed,B13,Thu- Dec 29 6:23 PM,Thu- Dec 29 6:03 PM,58
2011-12-29-UA-938-DEN-ORD,Thu- Dec 29 3:54 PM,Thu- Dec 29 3:57 PM,B38,Thu- Dec 29 7:17 PM,Thu- Dec 29 7:23 PM,C26
2011-12-29-UA-3099-PHX-PHL,Thu- Dec 29 11:55 AM,Thu- Dec 29 11:55 AM,A11,Thu- Dec 29 6:17 PM,Thu- Dec 29 6:06 PM,B15
2011-12-29-UA-3925-IAD-ORF,Thu- Dec 29 8:42 AM,Thu- Dec 29 9:03 AM,A2G,Thu- Dec 29 9:55 AM,Thu- Dec 29 9:54 AM,--
2011-12-29-UA-3050-PHX-CLT,Thu- Dec 29 11:05 AM,Thu- Dec 29 11:05 AM,A21,Thu- Dec 29 4:57 PM,Thu- Dec 29 4:54 PM,B6
2011-12-29-UA-828-SFO-ORD,Thu- Dec 29 11:13 PM,Thu- Dec 29 11:13 PM            On Time,82,Fri- Dec 30 5:15 AM,Fri- Dec 30 5:15 AM,C19
2011-12-29-UA-2830-MCO-CLT,Thu- Dec 29 3:27 PM,Thu- Dec 29 3:27 PM,58,Thu- Dec 29 5:05 PM,Thu- Dec 29 4:57 PM,D5
2011-12-29-UA-37-EWR-MCO,Thu- Dec 29 1:29 PM,Thu- Dec 29 1:43 PM            Delayed,C135,Thu- Dec 29 4:22 PM,Thu- Dec 29 4:19 PM,39
2011-12-29-UA-37-EDI-EWR,Thu- Dec 29 9:05 AM,Thu- Dec 29 9:11 AM,--,Thu- Dec 29 11:53 AM,Thu- Dec 29 12:06 PM,B55
2011-12-29-UA-2708-EWR-CLT,Thu- Dec 29 2:55 PM,Thu- Dec 29 2:55 PM,A37,Thu- Dec 29 4:53 PM,Thu- Dec 29 4:37 PM,C7
2011-12-29-UA-233-LAX-JFK,Thu- Dec 29 4:25 PM,Thu- Dec 29 4:25 PM,73,Fri- Dec 30 12:44 AM,Fri- Dec 30 12:44 AM,5
2011-12-29-UA-2726-FLL-PHL,Thu- Dec 29 4:00 PM,Thu- Dec 29 4:00 PM,E3,Thu- Dec 29 6:46 PM,Thu- Dec 29 6:15 PM,C20
2011-12-29-UA-2945-PHL-CLT,Thu- Dec 29 12:00 AM,Thu- Dec 29 1:12 AM,C21,Thu- Dec 29 1:45 PM,Thu- Dec 29 1:35 PM,B2
2011-12-29-UA-6273-YYC-SFO,Thu- Dec 29 7:45 AM,Thu- Dec 29 7:44 AM,--,Thu- Dec 29 9:53 AM,Thu- Dec 29 9:51 AM,69
2011-12-29-UA-2314-ATL-PHL,Thu- Dec 29 2:55 PM,Thu- Dec 29 2:55 PM,D23,Thu- Dec 29 5:00 PM,Thu- Dec 29 4:42 PM,C17
2011-12-29-UA-382-IAD-LAX,Thu- Dec 29 12:20 PM,Thu- Dec 29 12:35 PM            Delayed,C27,Thu- Dec 29 3:08 PM,Thu- Dec 29 2:59 PM,70B
2011-12-29-UA-858-PVG-SFO,Thu- Dec 29 1:45 PM,Thu- Dec 29 1:37 PM,77,Thu- Dec 29 8:27 AM,Thu- Dec 29 7:49 AM,92
2011-12-29-UA-854-SFO-IAH,Thu- Dec 29 7:35 AM,Thu- Dec 29 7:39 AM,92,Thu- Dec 29 1:30 PM,Thu- Dec 29 1:14 PM,C16
2011-12-30-AA-1221-MCO-ORD,December 30- 2011               08:00 PM    ,December 30- 2011               08:21 PM    , 15,December 30- 2011               09:50 PM    ,December 30- 2011               10:00 PM    , H10    
2011-12-30-AA-4307-ORD-DTW,December 30- 2011               06:45 PM    ,December 30- 2011               06:42 PM    , G20,December 30- 2011               09:10 PM    ,December 30- 2011               08:58 PM    , D28    
2011-12-30-AA-616-DFW-DTW,December 30- 2011               09:05 AM    ,December 30- 2011               09:01 AM    , C17,December 30- 2011               12:35 PM    ,December 30- 2011               12:31 PM    , D32    
2011-12-30-AA-431-MIA-SFO,December 30- 2011               08:35 AM    ,December 30- 2011               09:10 AM    , D40,December 30- 2011               11:50 AM    ,December 30- 2011     , 58B    
2011-12-30-AA-3756-ORD-SLC,December 30- 2011               12:15 PM    ,December 30- 2011               12:11 PM    , G19,December 30- 2011               02:45 PM    ,December 30- 2011               02:45 PM    , A3    
2011-12-30-AA-2050-ORD-MIA,December 30- 2011               10:40 AM    ,December 30- 2011               12:08 PM    , K15,December 30- 2011               02:45 PM    ,December 30- 2011               03:54 PM    , D2    
2011-12-30-AA-3804-PHL-ORD,December 30- 2011               02:35 PM    ,December 30- 2011               03:20 PM    , A7,December 30- 2011               04:05 PM    ,December 30- 2011               04:21 PM    , G18    
2011-12-30-AA-1664-MIA-ATL,December 30- 2011               10:15 AM    ,December 30- 2011               10:11 AM    , D4,December 30- 2011               12:10 PM    ,December 30- 2011               11:58 AM    , T11    
2011-12-30-AA-789-ORD-DEN,December 30- 2011               01:05 PM    ,December 30- 2011               01:01 PM    , K7,December 30- 2011               02:35 PM    ,December 30- 2011               02:36 PM    , A49    
2011-12-30-AA-1733-ORD-PHX,December 30- 2011               07:45 PM    ,December 30- 2011               08:03 PM    , H16,December 30- 2011               10:30 PM    ,December 30- 2011     , 6    
2011-12-30-AA-4277-CVG-JFK,December 30- 2011               12:10 PM    ,December 30- 2011               12:01 PM    , 1,December 30- 2011               02:15 PM    ,December 30- 2011               01:51 PM    , 31A    
2011-12-30-AA-2312-DFW-DTW,December 30- 2011               08:25 PM    ,December 30- 2011     , C30,December 30- 2011               11:50 PM    ,December 30- 2011     , D32    
2011-12-30-AA-85-JFK-SFO,December 30- 2011               03:05 PM    ,December 30- 2011               03:06 PM    , 5,December 30- 2011               06:30 PM    ,December 30- 2011               06:47 PM    , 58B    
2011-12-30-AA-404-MIA-MCO,December 30- 2011               06:45 AM    ,December 30- 2011               06:46 AM    , E7,December 30- 2011               07:45 AM    ,December 30- 2011               07:58 AM    , 14    
2011-12-30-AA-2268-PHX-ORD,December 30- 2011               07:15 AM    ,December 30- 2011               07:13 AM    , 6,December 30- 2011               11:35 AM    ,December 30- 2011               11:42 AM    , K8    
2011-12-30-AA-4344-ORD-DTW,December 30- 2011               11:45 AM    ,December 30- 2011               11:51 AM    , G11,December 30- 2011               02:00 PM    ,December 30- 2011               02:13 PM    , D28    
2011-12-30-AA-484-DFW-MIA,December 30- 2011               04:15 PM    ,December 30- 2011               04:30 PM    , C4,December 30- 2011               07:55 PM    ,December 30- 2011               08:13 PM    , D15    
2011-12-30-AA-3979-CVG-ORD,December 30- 2011               07:30 AM    ,December 30- 2011               07:29 AM    , 3,December 30- 2011               08:00 AM    ,December 30- 2011               07:41 AM    , H1A    
2011-12-30-AA-3859-IAH-ORD,December 30- 2011               07:10 AM    ,December 30- 2011               07:03 AM    , A29,December 30- 2011               09:40 AM    ,December 30- 2011               09:33 AM    , G6A    
2011-12-30-AA-3842-MSP-ORD,December 30- 2011               06:00 AM    ,December 30- 2011               06:00 AM    , E14,December 30- 2011               07:30 AM    ,December 30- 2011               07:10 AM    , G3    
2011-12-30-AA-1544-SAN-ORD,December 30- 2011               11:25 AM    ,December 30- 2011               12:27 PM    , 27,December 30- 2011               05:25 PM    ,December 30- 2011               06:42 PM    , K12    
2011-12-30-AA-1640-MIA-MCO,December 30- 2011               06:30 PM    ,December 30- 2011     , D43,December 30- 2011               07:25 PM    ,December 30- 2011     , 14    
2011-12-30-AA-518-MIA-JFK,December 30- 2011               06:30 AM    ,December 30- 2011               06:27 AM    , D11,December 30- 2011               09:15 AM    ,December 30- 2011               09:14 AM    , 8    
2011-12-30-AA-2525-DFW-MIA,December 30- 2011               07:25 AM    ,December 30- 2011               07:25 AM    , D30,December 30- 2011               11:10 AM    ,December 30- 2011               10:56 AM    , D1    
2011-12-30-AA-1434-DFW-MCO,December 30- 2011               07:15 AM    ,December 30- 2011               07:10 AM    , C12,December 30- 2011               10:35 AM    ,December 30- 2011               10:42 AM    , 17    
2011-12-30-AA-59-JFK-SFO,December 30- 2011               07:10 AM    ,December 30- 2011               07:08 AM    , 42,December 30- 2011               10:45 AM    ,December 30- 2011               10:43 AM    , 57    
2011-12-30-AA-415-BOS-ORD,December 30- 2011               08:35 AM    ,December 30- 2011               08:58 AM    , B31,December 30- 2011               10:40 AM    ,December 30- 2011               10:48 AM    , H17    
2011-12-30-AA-222-LAX-BOS,December 30- 2011               07:10 AM    ,December 30- 2011               07:03 AM    , 48B,December 30- 2011               03:30 PM    ,December 30- 2011               03:37 PM    , B28    
2011-12-30-AA-3823-LAX-DEN,December 30- 2011               09:00 PM    ,December 30- 2011     , 44F,December 31- 2011               12:15 AM    ,December 31- 2011     , A49    
2011-12-30-AA-1165-JFK-MIA,December 30- 2011               06:59 AM    ,December 30- 2011               06:51 AM    , 39,December 30- 2011               10:34 AM    ,December 30- 2011               10:00 AM    , D50    
2011-12-30-AA-3786-IAH-ORD,December 30- 2011               04:00 PM    ,December 30- 2011               04:25 PM    , A29,December 30- 2011               06:40 PM    ,December 30- 2011               07:10 PM    , G11    
2011-12-30-AA-4330-CVG-ORD,December 30- 2011               03:35 PM    ,December 30- 2011               04:09 PM    , 5,December 30- 2011               04:00 PM    ,December 30- 2011               04:22 PM    , G6B    
2011-12-30-AA-3468-CVG-MIA,December 30- 2011               07:00 AM    ,December 30- 2011               06:51 AM    , 1,December 30- 2011               09:55 AM    ,December 30- 2011               09:15 AM    , D60J    
2011-12-30-AA-204-LAX-MCO,December 30- 2011               11:25 PM    ,December 30- 2011     , 46A,December 31- 2011               06:55 AM    ,December 31- 2011     , 14    
2011-12-30-AA-466-IAH-MIA,December 30- 2011               06:00 AM    ,December 30- 2011               05:59 AM    , A27,December 30- 2011               09:20 AM    ,December 30- 2011               09:16 AM    , D1    
2011-12-30-AA-3-JFK-LAX,December 30- 2011               12:00 PM    ,December 30- 2011               11:50 AM    , 38,December 30- 2011               03:15 PM    ,December 30- 2011               02:48 PM    , 46A    
2011-12-30-AA-1007-MIA-PHX,December 30- 2011               04:55 PM    ,December 30- 2011               04:53 PM    , D19,December 30- 2011               08:05 PM    ,December 30- 2011               07:52 PM    , 6    
2011-12-30-AA-271-MIA-LAX,December 30- 2011               11:35 AM    ,December 30- 2011               12:29 PM    , D20,December 30- 2011               02:25 PM    ,December 30- 2011     , 46B    
2011-12-30-AA-643-MIA-ORD,December 30- 2011               07:10 AM    ,December 30- 2011               07:10 AM    , D3,December 30- 2011               09:35 AM    ,December 30- 2011               09:16 AM    , H15    
2011-12-30-AA-4198-ORD-CLE,December 30- 2011               10:40 AM    ,December 30- 2011               10:35 AM    , H2,December 30- 2011               12:55 PM    ,December 30- 2011               01:17 PM    , A3    
2011-12-30-AA-400-DFW-JFK,December 30- 2011               10:40 AM    ,December 30- 2011               11:47 AM    , C6,December 30- 2011               02:59 PM    ,December 30- 2011               03:55 PM    , 33    
2011-12-30-AA-1886-BOS-MIA,December 30- 2011               10:45 AM    ,December 30- 2011               10:43 AM    , B32,December 30- 2011               02:20 PM    ,December 30- 2011               01:59 PM    , D15    
2011-12-30-AA-1917-JFK-MCO,December 30- 2011               02:55 PM    ,December 30- 2011               02:51 PM    , 44,December 30- 2011               05:55 PM    ,December 30- 2011               05:36 PM    , 16    
2011-12-30-AA-2957-DFW-CVG,December 30- 2011               07:55 AM    ,December 30- 2011               08:00 AM    , B11,December 30- 2011               11:05 AM    ,December 30- 2011               11:07 AM    , 3    
2011-12-30-UA-1500-IAH-GUA,Fri- Dec 30 8:50 AM,Fri- Dec 30 8:56 AM            Delayed,E6,Fri- Dec 30 11:43 AM,Fri- Dec 30 11:40 AM,15
2011-12-30-UA-3515-IAD-MSP,Fri- Dec 30 8:19 AM,Fri- Dec 30 8:23 AM,D10,Fri- Dec 30 10:09 AM,Fri- Dec 30 9:55 AM,E10
2011-12-30-UA-664-ORD-PHL,Fri- Dec 30 1:35 PM,Fri- Dec 30 1:46 PM            Delayed,C29,Fri- Dec 30 4:38 PM,Fri- Dec 30 4:43 PM,D9
2011-12-30-UA-414-LAX-SFO,Fri- Dec 30 6:00 AM,Fri- Dec 30 5:58 AM,81,Fri- Dec 30 7:26 AM,Fri- Dec 30 7:15 AM,74
2011-12-30-UA-257-JFK-SFO,Fri- Dec 30 2:30 PM,Fri- Dec 30 2:28 PM,10,Fri- Dec 30 6:14 PM,Fri- Dec 30 6:00 PM,81
2011-12-30-UA-62-IAH-EWR,Fri- Dec 30 2:30 PM,Fri- Dec 30 3:10 PM,C-39,Fri- Dec 30 7:03 PM,Fri- Dec 30 7:16 PM,C71
2011-12-30-UA-843-LAX-ORD,Fri- Dec 30 2:10 PM,Fri- Dec 30 3:45 PM,72,Fri- Dec 30 8:12 PM,Fri- Dec 30 9:33 PM,C19
2011-12-30-UA-248-PHX-ORD,Fri- Dec 30 12:52 PM,Fri- Dec 30 1:05 PM            Delayed,5,Fri- Dec 30 5:13 PM,Fri- Dec 30 5:28 PM,B5
2011-12-30-UA-397-JFK-SFO,Fri- Dec 30 8:25 AM,Fri- Dec 30 8:24 AM,9,Fri- Dec 30 12:14 PM,Fri- Dec 30 12:14 PM,82
2011-12-30-UA-2704-DTW-PHX,Fri- Dec 30 11:15 AM,Fri- Dec 30 11:15 AM,D14,Fri- Dec 30 1:40 PM,Fri- Dec 30 1:08 PM,A24
2011-12-30-UA-2515-DFW-CLT,Fri- Dec 30 7:00 AM,Fri- Dec 30 7:00 AM,E36,Fri- Dec 30 10:26 AM,Fri- Dec 30 10:16 AM,B10
2011-12-30-UA-3373-IAD-PHL,Fri- Dec 30 8:30 AM,Fri- Dec 30 8:30 AM,A5D,Fri- Dec 30 9:25 AM,Fri- Dec 30 9:21 AM,D7
2011-12-30-UA-2906-PHL-MCO,Fri- Dec 30 3:50 PM,Fri- Dec 30 3:50 PM            Delayed,B13,Fri- Dec 30 6:23 PM,Fri- Dec 30 6:14 PM,54
2011-12-30-UA-938-DEN-ORD,Fri- Dec 30 3:54 PM,Fri- Dec 30 3:53 PM,B36,Fri- Dec 30 7:17 PM,Fri- Dec 30 8:31 PM,C21
2011-12-30-UA-3099-PHX-PHL,Fri- Dec 30 11:55 AM,Fri- Dec 30 11:55 AM,A7,Fri- Dec 30 6:17 PM,Fri- Dec 30 6:14 PM,A24
2011-12-30-UA-3925-IAD-ORF,Fri- Dec 30 8:42 AM,Fri- Dec 30 9:25 AM,A1A,Fri- Dec 30 9:55 AM,Fri- Dec 30 10:19 AM,--
2011-12-30-UA-3050-PHX-CLT,Fri- Dec 30 11:05 AM,Fri- Dec 30 11:05 AM,A14,Fri- Dec 30 4:57 PM,Fri- Dec 30 4:50 PM,B6
2011-12-30-UA-828-SFO-ORD,Fri- Dec 30 11:00 PM,Fri- Dec 30 11:00 PM            On Time,100,Sat- Dec 31 5:03 AM,Sat- Dec 31 5:03 AM,C29
2011-12-30-UA-2830-MCO-CLT,Fri- Dec 30 3:27 PM,Fri- Dec 30 3:27 PM,58,Fri- Dec 30 5:05 PM,Fri- Dec 30 5:00 PM,B3
2011-12-30-UA-37-EWR-MCO,Fri- Dec 30 1:29 PM,Fri- Dec 30 1:43 PM            Delayed,C133,Fri- Dec 30 4:22 PM,Fri- Dec 30 4:19 PM,39
2011-12-30-UA-37-EDI-EWR,Fri- Dec 30 9:05 AM,Fri- Dec 30 9:02 AM,--,Fri- Dec 30 11:53 AM,Fri- Dec 30 11:32 AM,B63
2011-12-30-UA-2708-EWR-CLT,Fri- Dec 30 2:55 PM,Fri- Dec 30 2:55 PM,A37,Fri- Dec 30 4:53 PM,Fri- Dec 30 4:42 PM,C13
2011-12-30-UA-233-LAX-JFK,Fri- Dec 30 4:25 PM,Fri- Dec 30 4:25 PM,75B,Sat- Dec 31 12:44 AM,Sat- Dec 31 12:44 AM,3
2011-12-30-UA-2726-FLL-PHL,Fri- Dec 30 4:00 PM,Fri- Dec 30 4:00 PM,E3,Fri- Dec 30 6:46 PM,Fri- Dec 30 6:28 PM,C17
2011-12-30-UA-2945-PHL-CLT,Fri- Dec 30 12:00 AM,Fri- Dec 30 7:11 AM,C21,Fri- Dec 30 1:45 PM,Fri- Dec 30 1:22 PM,C14
2011-12-30-UA-6273-YYC-SFO,Fri- Dec 30 7:45 AM,Fri- Dec 30 7:45 AM,--,Fri- Dec 30 9:53 AM,Fri- Dec 30 10:11 AM,77A
2011-12-30-UA-2314-ATL-PHL,Fri- Dec 30 2:55 PM,Fri- Dec 30 2:55 PM,D23,Fri- Dec 30 5:00 PM,Fri- Dec 30 4:46 PM,C26
2011-12-30-UA-382-IAD-LAX,Fri- Dec 30 12:20 PM,Fri- Dec 30 12:18 PM            On Time,C27,Fri- Dec 30 3:08 PM,Fri- Dec 30 2:46 PM,76
2011-12-30-UA-858-PVG-SFO,Fri- Dec 30 1:45 PM,Fri- Dec 30 1:45 PM,75,Fri- Dec 30 8:27 AM,Fri- Dec 30 8:11 AM,97
2011-12-30-UA-854-SFO-IAH,Fri- Dec 30 7:35 AM,Fri- Dec 30 7:30 AM,92,Fri- Dec 30 1:30 PM,Fri- Dec 30 1:01 PM,C16
2011-12-31-AA-1221-MCO-ORD,December 31- 2011               08:00 PM    ,December 31- 2011               07:56 PM    , 15,December 31- 2011               09:50 PM    ,December 31- 2011               09:31 PM    , K1    
2011-12-31-AA-518-MIA-JFK,December 31- 2011               06:30 AM    ,December 31- 2011               06:28 AM    , D23,December 31- 2011               09:15 AM    ,December 31- 2011               08:48 AM    , 46    
2011-12-31-AA-1640-MIA-MCO,December 31- 2011               06:30 PM    ,December 31- 2011     , D1,December 31- 2011               07:25 PM    ,December 31- 2011     , 14    
2011-12-31-AA-4307-ORD-DTW,December 31- 2011               06:45 PM    ,December 31- 2011               06:44 PM    , G6B,December 31- 2011               09:10 PM    ,December 31- 2011               09:04 PM    , D19    
2011-12-31-AA-2525-DFW-MIA,December 31- 2011               07:25 AM    ,December 31- 2011               07:26 AM    , C8,December 31- 2011               11:10 AM    ,December 31- 2011               11:10 AM    , D21    
2011-12-31-AA-616-DFW-DTW,December 31- 2011               09:05 AM    ,December 31- 2011               09:00 AM    , C7,December 31- 2011               12:35 PM    ,December 31- 2011               12:36 PM    , D32    
2011-12-31-AA-431-MIA-SFO,December 31- 2011               08:35 AM    ,December 31- 2011               08:48 AM    , E9,December 31- 2011               11:50 AM    ,December 31- 2011     , 57    
2011-12-31-AA-3756-ORD-SLC,December 31- 2011               12:15 PM    ,December 31- 2011               12:18 PM    , G19,December 31- 2011               02:45 PM    ,December 31- 2011               02:41 PM    , A3    
