src,timeland,conditions,dewpoint,humidity,temperature,visibility,windspeed
www2.foxnews.com,elpaso--Tue Feb 2 04:05:00 2010,Cloudy ,32,39,57,10,5
www.accuweather.com,sanantonio--Tue Feb 2 01:15:00 2010,Mist ,44,92,46,1,5
weather.msn.com,sanantonio--Tue Feb 2 01:15:00 2010,Short term forecastFog,46,100,46,1,7
weather.cnn.com,sanantonio--Tue Feb 2 01:15:00 2010,Showers ,,96,45,,0
www.climaton.com,sanantonio--Tue Feb 2 01:15:00 2010,mostly cloudy,45 7,100,45 7,1,0
www2.foxnews.com,sanantonio--Tue Feb 2 01:15:00 2010,Foggy ,43,87,46,2.5,5
weather.msn.com,indianapolis--Mon Feb 1 05:20:00 2010,Mostly Sunny,10,63,21,10,3
weather.cnn.com,indianapolis--Mon Feb 1 05:20:00 2010, Mostly Clear ,,67,20,,5
www2.foxnews.com,indianapolis--Mon Feb 1 05:20:00 2010,Partly Cloudy,11,62,20,10,5
weather.msn.com,nashville--Sun Jan 31 06:35:00 2010,Special weather statementClear,16,79,21,10,5
www.climaton.com,nashville--Sun Jan 31 06:35:00 2010,clear sky,16 -9,73,23 -5,10,6
igoogle.wunderground.com,sandiego--Fri Jan 29 15:45:00 2010,Mostly Cloudy,44,80,50.3,9,Calm
www.weatherforyou.com,sandiego--Fri Jan 29 15:45:00 2010, Clear,45,81, 50 10 ,,
www2.foxnews.com,sandiego--Fri Jan 29 15:45:00 2010,Mostly Cloudy,46,80,52,9,0
igoogle.wunderground.com,sanfrancisco--Mon Feb 1 08:55:00 2010,Mostly Cloudy,48,84,52.8,10,1
www.weatherforyou.com,sanfrancisco--Mon Feb 1 08:55:00 2010, Mostly Cloudy,48,88, 52 11 ,10,
weather.herald.com,sanfrancisco--Mon Feb 1 08:55:00 2010, Mostly Cloudy,49,89,52,10,
weather.msn.com,philadelphia--Sun Jan 31 23:30:00 2010,Clear,5,37,28,10,11
www.climaton.com,philadelphia--Sun Jan 31 23:30:00 2010,clear sky,0 -18,26,30 -1,10,10
www.nytimes.com,philadelphia--Sun Jan 31 23:30:00 2010,Sunny,,32,28 -2 ,10,6
www.accuweather.com,sandiego--Wed Feb 3 09:05:00 2010,Cloudy ,51,77,58,8,3
weather.msn.com,sandiego--Wed Feb 3 09:05:00 2010,Weather WarningsMostly Cloudy,52,82,57,7,3
weather.cnn.com,sandiego--Wed Feb 3 09:05:00 2010,Cloudy ,,77,58,,3
www.nytimes.com,sandiego--Wed Feb 3 09:05:00 2010,,,86,55 13 ,8,5
www.climaton.com,sandiego--Wed Feb 3 09:05:00 2010,mostly cloudy,52 11,82,57 14,8,3
igoogle.wunderground.com,elpaso--Tue Feb 2 00:25:00 2010,Mostly Cloudy,34,36,61,10,6.9
www.weatherforyou.com,elpaso--Tue Feb 2 00:25:00 2010, Mostly Cloudy,30,31, 61 16 ,10,8
weather.herald.com,elpaso--Tue Feb 2 00:25:00 2010, Mostly Cloudy,30,31,61,10,8
www2.foxnews.com,elpaso--Tue Feb 2 00:25:00 2010,Mostly Cloudy ,31,31,62,10,9
igoogle.wunderground.com,seattle--Fri Jan 29 23:40:00 2010,Clear,37,49,56.1,10,1
weather.herald.com,seattle--Fri Jan 29 23:40:00 2010, Clear,37,51,55,10,
www.accuweather.com,charlotte--Wed Feb 3 06:05:00 2010,Light Fog ,36,93,37,2,3
weather.msn.com,charlotte--Wed Feb 3 06:05:00 2010,Special weather statementFog,36,93,37,2,3
www.climaton.com,charlotte--Wed Feb 3 06:05:00 2010,mostly cloudy,36 2,93,37 3,8,6
www.nytimes.com,charlotte--Wed Feb 3 06:05:00 2010,Light Fog,,93,37 3 ,2,3
www.accuweather.com,baltimore--Fri Jan 29 08:45:00 2010,Partly Cloudy ,-1,38,21,10,9
weather.msn.com,baltimore--Fri Jan 29 08:45:00 2010,Partly Cloudy,0,38,21,10,9
www.climaton.com,baltimore--Fri Jan 29 08:45:00 2010,normal,0 -18,35,23 -5,,
www.nytimes.com,baltimore--Fri Jan 29 08:45:00 2010,Partly Cloudy,,38,21 -6 ,10,9
www.accuweather.com,houston--Sun Jan 31 09:35:00 2010,Cloudy ,29,78,35,10,12
www.nytimes.com,houston--Sun Jan 31 09:35:00 2010,Cloudy,,75,36 2 ,10,10
weather.cnn.com,oklahomacity--Wed Feb 3 16:30:00 2010,Fog ,,92,30,,3
www2.foxnews.com,oklahomacity--Wed Feb 3 16:30:00 2010,Foggy ,27,91,28,0.25,3
weather.msn.com,austin--Sat Jan 30 06:20:00 2010,Mostly Cloudy,25,69,34,10,8
www.climaton.com,austin--Sat Jan 30 06:20:00 2010,clear sky,25 -4,69,34 1,10,17-23
www2.foxnews.com,austin--Sat Jan 30 06:20:00 2010,Partly Cloudy,25,64,36,10,13
igoogle.wunderground.com,chicago--Mon Feb 1 08:10:00 2010,Partly Cloudy,10,59,21.7,9,Calm
weather.herald.com,chicago--Mon Feb 1 08:10:00 2010, Partly Cloudy,9,68,18,9,
igoogle.wunderground.com,columbus--Mon Feb 1 04:35:00 2010,Clear,16,79,21.2,10,Calm
www.weatherforyou.com,columbus--Mon Feb 1 04:35:00 2010, Clear,14,63, 25 -4 ,10,10
weather.herald.com,columbus--Mon Feb 1 04:35:00 2010, Clear,12,71,20,10,5
igoogle.wunderground.com,milwaukee--Sun Jan 31 13:05:00 2010,Mostly Cloudy,6,70,14.3,9,Calm
www.weatherforyou.com,milwaukee--Sun Jan 31 13:05:00 2010, Mostly Cloudy,7,73, 14 -10 ,9,7
www2.foxnews.com,milwaukee--Sun Jan 31 13:05:00 2010,Partly Cloudy,7,62,16,9,5
weather.msn.com,milwaukee--Tue Feb 2 16:45:00 2010,Short term forecastSnow,27,86,30,1,6
weather.cnn.com,milwaukee--Tue Feb 2 16:45:00 2010,Snow ,,92,29,,5
www.weatherforyou.com,milwaukee--Tue Feb 2 16:45:00 2010, Snow,27,86, 30 -1 ,2-Jan,6
www.climaton.com,milwaukee--Tue Feb 2 16:45:00 2010,light snow,27 -3,93,28 -2,0.5,5
www2.foxnews.com,milwaukee--Tue Feb 2 16:45:00 2010,Snow Shower ,27,90,29,1.75,0
igoogle.wunderground.com,washington--Sun Jan 31 03:30:00 2010,Light Snow,15,87,17.8,3,9
www.weatherforyou.com,washington--Sun Jan 31 03:30:00 2010, Snow,10,68, 19 -7 ,3,18
weather.msn.com,sanfrancisco--Thu Jan 28 16:00:00 2010,Mostly Sunny,43,93,45,7,0
weather.cnn.com,sanfrancisco--Thu Jan 28 16:00:00 2010, Partly Cloudy ,,92,47,,6
www.weatherforyou.com,sanfrancisco--Thu Jan 28 16:00:00 2010, Partly Cloudy,45,93, 46 8 ,9,6
www.nytimes.com,sanfrancisco--Thu Jan 28 16:00:00 2010,,,93,46 8 ,7,4
www2.foxnews.com,sanfrancisco--Thu Jan 28 16:00:00 2010,Cloudy ,46,93,48,10,5
igoogle.wunderground.com,newyork--Tue Feb 2 23:45:00 2010,Mostly Cloudy,17,49,34,10,4
weather.cnn.com,newyork--Tue Feb 2 23:45:00 2010, Mostly Cloudy ,,53,33,,6
www.weatherforyou.com,newyork--Tue Feb 2 23:45:00 2010, Mostly Cloudy,18,51, 34 1 ,10,6
igoogle.wunderground.com,detroit--Thu Feb 4 02:25:00 2010,Overcast,24,74,31.1,9,1
www.weatherforyou.com,detroit--Thu Feb 4 02:25:00 2010, Overcast,21,69, 30 -1 ,9,6
weather.herald.com,detroit--Thu Feb 4 02:25:00 2010, Overcast,22,72,30,9,6
www2.foxnews.com,detroit--Thu Feb 4 02:25:00 2010,Partly Cloudy,22,63,31,10,5
weather.msn.com,detroit--Wed Feb 3 16:35:00 2010,Cloudy,23,80,28,8,8
www.climaton.com,detroit--Wed Feb 3 16:35:00 2010,mostly cloudy,27 -3,86,30 -1,3,7
www.accuweather.com,detroit--Wed Feb 3 06:55:00 2010,Lgt.Snow/Fog ,25,92,27,2,0
www.nytimes.com,detroit--Wed Feb 3 06:55:00 2010,Light Snow/Fog,,92,27 -3 ,2,0
igoogle.wunderground.com,sanjose--Fri Jan 29 11:55:00 2010,Clear,44,99,44,7,Calm
weather.cnn.com,sanjose--Fri Jan 29 11:55:00 2010, Clear ,,92,46,,0
www.weatherforyou.com,sanjose--Fri Jan 29 11:55:00 2010, Clear,39,85, 44 6 ,,
www2.foxnews.com,sanjose--Fri Jan 29 11:55:00 2010,Mostly Clear,44,93,46,8,5
www.weatherforyou.com,jacksonville--Sun Jan 31 17:30:00 2010, Bkh,33,73,41 5 ,,3
weather.herald.com,jacksonville--Sun Jan 31 17:30:00 2010, Mostly Cloudy,33,68,43,10,12
weather.msn.com,jacksonville--Sat Jan 30 00:30:00 2010,Clear,48,76,55,10,6
weather.cnn.com,jacksonville--Sat Jan 30 00:30:00 2010, Sunny ,,51,64,,10
www.climaton.com,jacksonville--Sat Jan 30 00:30:00 2010,mostly cloudy,46 8,55,63 17,10,10
weather.msn.com,losangeles--Wed Feb 3 18:50:00 2010,Clear,45,62,57,7,0
weather.cnn.com,losangeles--Wed Feb 3 18:50:00 2010, Sunny ,,63,57,,0
www.weatherforyou.com,losangeles--Wed Feb 3 18:50:00 2010, Clear,45,63, 57 14 ,7,
www.climaton.com,losangeles--Wed Feb 3 18:50:00 2010,clear sky,45 7,63,57 14,7,0
www2.foxnews.com,losangeles--Wed Feb 3 18:50:00 2010,Mostly Clear,44,83,49,7,0
weather.msn.com,austin--Sat Jan 30 14:15:00 2010,Cloudy,23,69,32,10,6
www.climaton.com,austin--Sat Jan 30 14:15:00 2010,mostly cloudy,25 -4,69,34 1,10,10
www.nytimes.com,austin--Sat Jan 30 14:15:00 2010,Cloudy,,74,32 0 ,10,13
igoogle.wunderground.com,milwaukee--Wed Feb 3 12:00:00 2010,Overcast,20,78,26.4,7,Calm
www.weatherforyou.com,milwaukee--Wed Feb 3 12:00:00 2010, Hazy,19,69, 28 -2 ,6,12
weather.herald.com,milwaukee--Wed Feb 3 12:00:00 2010, Overcast,20,75,27,7,10
www2.foxnews.com,milwaukee--Wed Feb 3 12:00:00 2010,Cloudy ,23,77,28,5,8
igoogle.wunderground.com,philadelphia--Tue Feb 2 19:00:00 2010,Overcast,17,51,33.2,10,1
www.weatherforyou.com,philadelphia--Tue Feb 2 19:00:00 2010, Overcast,12,38, 36 2 ,10,8
weather.herald.com,philadelphia--Tue Feb 2 19:00:00 2010, Overcast,13,43,33,10,5
www2.foxnews.com,philadelphia--Tue Feb 2 19:00:00 2010,Partly Cloudy ,11,42,32,10,8
igoogle.wunderground.com,lasvegas--Mon Feb 1 19:55:00 2010,Scattered Clouds,29,39,53.1,10,Calm
weather.cnn.com,lasvegas--Mon Feb 1 19:55:00 2010, Mostly Sunny ,,49,49,,0
www.weatherforyou.com,lasvegas--Mon Feb 1 19:55:00 2010, Partly Cloudy,34,46, 54 12 ,,
www2.foxnews.com,lasvegas--Mon Feb 1 19:55:00 2010,Mostly Sunny ,30,54,46,10,0
www.accuweather.com,phoenix--Tue Feb 2 02:45:00 2010,Cloudy ,38,37,64,10,5
www.climaton.com,phoenix--Tue Feb 2 02:45:00 2010,mostly cloudy,37 3,37,64 18,10,5
www.nytimes.com,phoenix--Tue Feb 2 02:45:00 2010,Clear,,33,63 17 ,10,0
www.accuweather.com,philadelphia--Fri Jan 29 18:15:00 2010,Cloudy ,-1,38,21,10,17
www.nytimes.com,philadelphia--Fri Jan 29 18:15:00 2010,Cloudy,,41,21 -6 ,10,14
www.accuweather.com,jacksonville--Mon Feb 1 14:50:00 2010,Sunny ,41,100,41,10,6
weather.msn.com,jacksonville--Mon Feb 1 14:50:00 2010,Clear,48,87,52,10,10
weather.cnn.com,jacksonville--Mon Feb 1 14:50:00 2010, Sunny ,,100,41,,6
www.climaton.com,jacksonville--Mon Feb 1 14:50:00 2010,mostly cloudy,46 8,82,52 11,10,14
www.accuweather.com,newyork--Fri Jan 29 20:45:00 2010,Partly Sunny ,-2,34,22,10,14
weather.cnn.com,newyork--Fri Jan 29 20:45:00 2010, Partly Sunny ,,34,22,,14
igoogle.wunderground.com,phoenix--Sat Jan 30 22:10:00 2010,Mostly Cloudy,40,38,66.3,10,1
weather.herald.com,phoenix--Sat Jan 30 22:10:00 2010, Mostly Cloudy,36,34,65,10,5
weather.msn.com,nashville--Thu Feb 4 06:05:00 2010,Partly Cloudy,27,75,34,8,6
weather.cnn.com,nashville--Thu Feb 4 06:05:00 2010, Mostly Clear ,,75,33,,6
www.climaton.com,nashville--Thu Feb 4 06:05:00 2010,clear sky,27 -3,75,34 1,8,6
igoogle.wunderground.com,philadelphia--Sun Jan 31 11:35:00 2010,Clear,4,59,16,10,Calm
weather.herald.com,philadelphia--Sun Jan 31 11:35:00 2010, Clear,1,52,16,10,13
www.accuweather.com,elpaso--Sat Jan 30 12:45:00 2010,Clear ,28,92,30,10,0
weather.msn.com,elpaso--Sat Jan 30 12:45:00 2010,Special weather statementClear,28,93,30,10,0
weather.cnn.com,elpaso--Sat Jan 30 12:45:00 2010, Clear ,,92,30,,0
www.climaton.com,elpaso--Sat Jan 30 12:45:00 2010,clear sky,28 -2,93,30 -1,10,0
www2.foxnews.com,elpaso--Sat Jan 30 12:45:00 2010,Mostly Clear,28,87,31,10,3
igoogle.wunderground.com,baltimore--Sun Jan 31 04:10:00 2010,Light Snow,12,77,18.5,6,2
weather.herald.com,baltimore--Sun Jan 31 04:10:00 2010, Light Snow,12,81,17,6,5
igoogle.wunderground.com,fortworth--Wed Feb 3 09:00:00 2010,Clear,35,88,38,10,1
www.weatherforyou.com,fortworth--Wed Feb 3 09:00:00 2010, Clear,34,87, 37 3 ,10,5
weather.herald.com,fortworth--Wed Feb 3 09:00:00 2010, Clear,33,83,38,10,5
www2.foxnews.com,fortworth--Wed Feb 3 09:00:00 2010,Mostly Clear,34,79,40,10,6
www.accuweather.com,lasvegas--Thu Feb 4 11:15:00 2010,Clear ,32,55,47,10,0
www.climaton.com,lasvegas--Thu Feb 4 11:15:00 2010,clear sky,32 0,57,46 8,10,0
www.nytimes.com,lasvegas--Thu Feb 4 11:15:00 2010,Clear,,55,47 8 ,10,0
www.accuweather.com,columbus--Tue Feb 2 03:30:00 2010,Some Clouds ,17,68,26,10,5
www.nytimes.com,columbus--Tue Feb 2 03:30:00 2010,,,68,26 -3 ,10,5
weather.msn.com,elpaso--Mon Feb 1 06:05:00 2010,Partly Cloudy,36,61,48,10,5
weather.cnn.com,elpaso--Mon Feb 1 06:05:00 2010, Partly Cloudy ,,56,50,,0
www.weatherforyou.com,elpaso--Mon Feb 1 06:05:00 2010, Partly Cloudy,36,62, 48 9 ,10,5
www2.foxnews.com,elpaso--Mon Feb 1 06:05:00 2010,Partly Cloudy,35,57,50,10,0
www.accuweather.com,denver--Mon Feb 1 08:20:00 2010,Mostly Clear ,16,69,25,3,3
www.climaton.com,denver--Mon Feb 1 08:20:00 2010,clear sky,18 -8,74,25 -4,10,10
www.accuweather.com,fortworth--Tue Feb 2 07:50:00 2010,Cloudy ,36,85,40,7,6
weather.msn.com,fortworth--Tue Feb 2 07:50:00 2010,Cloudy,36,87,39,7,6
weather.cnn.com,fortworth--Tue Feb 2 07:50:00 2010,Cloudy ,,85,40,,6
www.climaton.com,fortworth--Tue Feb 2 07:50:00 2010,mostly cloudy,36 2,87,39 4,7,6
www.accuweather.com,portland--Wed Feb 3 09:05:00 2010,Mostly Cloudy ,40,88,43,10,7
weather.msn.com,portland--Wed Feb 3 09:05:00 2010,Mostly Cloudy,39,87,43,10,7
weather.cnn.com,portland--Wed Feb 3 09:05:00 2010, Mostly Cloudy ,,88,43,,7
www.climaton.com,portland--Wed Feb 3 09:05:00 2010,mostly cloudy,21 -6,80,27 -3,10,5
www.accuweather.com,philadelphia--Tue Feb 2 04:55:00 2010,Cloudy ,17,61,29,10,8
weather.msn.com,philadelphia--Tue Feb 2 04:55:00 2010,Mostly Cloudy,18,64,28,10,8
weather.cnn.com,philadelphia--Tue Feb 2 04:55:00 2010, Clear ,,56,29,,7
www.nytimes.com,philadelphia--Tue Feb 2 04:55:00 2010,Mostly Clear,,56,29 -2 ,10,7
www.climaton.com,philadelphia--Tue Feb 2 04:55:00 2010,clear sky,16 -9,59,28 -2,10,7
www.accuweather.com,charlotte--Wed Feb 3 22:40:00 2010,Partly Sunny ,32,49,50,10,3
www.climaton.com,charlotte--Wed Feb 3 22:40:00 2010,clear sky,32 0,47,52 11,10,3
weather.msn.com,nashville--Mon Feb 1 05:20:00 2010,Mostly Sunny,23,86,27,7,0
weather.cnn.com,nashville--Mon Feb 1 05:20:00 2010, Mostly Clear ,,81,27,,0
www.weatherforyou.com,nashville--Mon Feb 1 05:20:00 2010, Partly Cloudy,23,86, 27 -3 ,7,
www.climaton.com,nashville--Mon Feb 1 05:20:00 2010,clear sky,21 -6,80,27 -3,9,0
www2.foxnews.com,nashville--Mon Feb 1 05:20:00 2010,Partly Cloudy,22,77,27,9,0
weather.msn.com,losangeles--Sun Jan 31 02:05:00 2010,High Surf AdvisoryClear,48,72,57,10,5
www.weatherforyou.com,losangeles--Sun Jan 31 02:05:00 2010, Clear,48,72, 57 14 ,10,5
www2.foxnews.com,losangeles--Sun Jan 31 02:05:00 2010,Mostly Sunny ,47,60,61,10,0
igoogle.wunderground.com,sandiego--Mon Feb 1 18:25:00 2010,Haze,52,82,57.5,6,2
www.weatherforyou.com,sandiego--Mon Feb 1 18:25:00 2010, Mostly Cloudy,52,82, 57 14 ,,1
www2.foxnews.com,sandiego--Mon Feb 1 18:25:00 2010,Mostly Cloudy ,48,83,53,4,0
weather.msn.com,elpaso--Fri Jan 29 17:20:00 2010,Mostly Cloudy,25,74,32,10,3
www.weatherforyou.com,elpaso--Fri Jan 29 17:20:00 2010, Mostly Cloudy,25,75, 32 0 ,10,3
www2.foxnews.com,elpaso--Fri Jan 29 17:20:00 2010,Mostly Cloudy ,24,71,31,10,0
weather.msn.com,dallas--Thu Feb 4 14:05:00 2010,Short term forecastRain,39,87,43,5,3
weather.cnn.com,dallas--Thu Feb 4 14:05:00 2010,Rain ,,95,41,,6
www.weatherforyou.com,dallas--Thu Feb 4 14:05:00 2010, Light Rain,40,100, 40 5 ,,
www.accuweather.com,indianapolis--Tue Feb 2 19:10:00 2010,Cloudy ,22,52,38,10,7
www.nytimes.com,indianapolis--Tue Feb 2 19:10:00 2010,Cloudy,,69,36 2 ,10,7
igoogle.wunderground.com,sanfrancisco--Sun Jan 31 21:10:00 2010,Mostly Cloudy,50,79,56.3,10,1
weather.herald.com,sanfrancisco--Sun Jan 31 21:10:00 2010, Mostly Cloudy,48,83,53,10,
igoogle.wunderground.com,charlotte--Mon Feb 1 09:40:00 2010,Clear,20,81,24.9,5,Calm
www.weatherforyou.com,charlotte--Mon Feb 1 09:40:00 2010, Mist,20,81, 25 -4 ,,
www2.foxnews.com,charlotte--Mon Feb 1 09:40:00 2010,Partly Cloudy,25,90,27,7,0
www.accuweather.com,charlotte--Sat Jan 30 17:55:00 2010,Snow ,23,86,27,2,10
weather.msn.com,charlotte--Sat Jan 30 17:55:00 2010,Weather WarningsSnow,21,80,27,1,16
weather.cnn.com,charlotte--Sat Jan 30 17:55:00 2010,Sleet ,,86,27,,13
www2.foxnews.com,charlotte--Sat Jan 30 17:55:00 2010,Sleet ,24,86,27,1,13
weather.msn.com,losangeles--Sat Jan 30 04:00:00 2010,High Surf AdvisoryClear,52,82,57,8,0
weather.herald.com,losangeles--Sat Jan 30 04:00:00 2010, Clear,52,81,58,8,
www.accuweather.com,washington--Wed Feb 3 23:30:00 2010,Cloudy ,29,62,41,10,8
weather.msn.com,washington--Wed Feb 3 23:30:00 2010,Weather WarningsCloudy,28,60,41,10,8
www.climaton.com,washington--Wed Feb 3 23:30:00 2010,mostly cloudy,28 -2,61,41 5,10,8
weather.cnn.com,boston--Mon Feb 1 17:45:00 2010, Partly Sunny ,,36,31,,16
www.weatherforyou.com,boston--Mon Feb 1 17:45:00 2010, Partly Cloudy,7,37, 30 -1 ,10,16
weather.msn.com,denver--Wed Feb 3 02:05:00 2010,Mostly Cloudy,16,41,37,Unlimited,7
weather.cnn.com,denver--Wed Feb 3 02:05:00 2010, Intermittent Clouds ,,40,39,,7
www.climaton.com,denver--Wed Feb 3 02:05:00 2010,clear sky,16 -9,38,39 4,10,7
www.climaton.com,austin--Mon Feb 1 01:00:00 2010,mostly cloudy,30 -1,80,36 2,8,7
www.nytimes.com,austin--Mon Feb 1 01:00:00 2010,Light Fog,,93,34 1 ,3,0
igoogle.wunderground.com,dallas--Mon Feb 1 19:55:00 2010,Overcast,36,70,44.7,8,6
www.weatherforyou.com,dallas--Mon Feb 1 19:55:00 2010, Partly Cloudy,30,49, 48 9 ,,3
weather.herald.com,dallas--Mon Feb 1 19:55:00 2010, Overcast,36,66,46,8,9
www2.foxnews.com,dallas--Mon Feb 1 19:55:00 2010,Mostly Cloudy ,33,73,41,7,6
www.accuweather.com,sandiego--Sat Jan 30 04:55:00 2010,Cloudy ,52,77,59,6,3
weather.msn.com,sandiego--Sat Jan 30 04:55:00 2010,High Surf AdvisoryHaze,52,77,59,6,3
www.climaton.com,sandiego--Sat Jan 30 04:55:00 2010,mostly cloudy,52 11,77,59 15,6,3
www.nytimes.com,sandiego--Sat Jan 30 04:55:00 2010,Cloudy,,71,57 14 ,10,0
igoogle.wunderground.com,sanantonio--Mon Feb 1 17:00:00 2010,Light Drizzle Mist,35,81,40.3,1.2,Calm
weather.msn.com,sanantonio--Mon Feb 1 17:00:00 2010,Short term forecastFog,39,100,39,2,6
weather.cnn.com,sanantonio--Mon Feb 1 17:00:00 2010,Showers ,,96,38,,5
www.weatherforyou.com,sanantonio--Mon Feb 1 17:00:00 2010, Mist,35,81, 40 5 ,,4
www2.foxnews.com,sanantonio--Mon Feb 1 17:00:00 2010,Cloudy ,37,93,39,3,5
www.accuweather.com,fortworth--Tue Feb 2 10:00:00 2010,Cloudy ,35,85,39,8,8
weather.msn.com,fortworth--Tue Feb 2 10:00:00 2010,Short term forecastCloudy,36,87,39,8,8
weather.cnn.com,fortworth--Tue Feb 2 10:00:00 2010,Cloudy ,,85,39,,8
www.climaton.com,fortworth--Tue Feb 2 10:00:00 2010,mostly cloudy,36 2,87,39 4,8,8
www2.foxnews.com,fortworth--Tue Feb 2 10:00:00 2010,Cloudy ,36,87,39,8,7
igoogle.wunderground.com,phoenix--Sat Jan 30 04:05:00 2010,Scattered Clouds,46,73,54.4,10,Calm
www.weatherforyou.com,phoenix--Sat Jan 30 04:05:00 2010, Clear,42,62, 54 12 ,,
weather.herald.com,phoenix--Sat Jan 30 04:05:00 2010, Scattered Clouds,46,60,60,10,
www2.foxnews.com,phoenix--Sat Jan 30 04:05:00 2010,Partly Cloudy,47,60,61,10,0
www.accuweather.com,columbus--Thu Feb 4 01:00:00 2010,Cloudy ,23,66,33,9,7
www.climaton.com,columbus--Thu Feb 4 01:00:00 2010,mostly cloudy,25 -4,74,32 0,5,8
www.nytimes.com,columbus--Thu Feb 4 01:00:00 2010,Cloudy,,66,33 1 ,9,7
www.accuweather.com,baltimore--Sat Jan 30 06:25:00 2010,Cloudy ,2,43,21,10,7
www.nytimes.com,baltimore--Sat Jan 30 06:25:00 2010,Cloudy,,43,21 -6 ,10,7
igoogle.wunderground.com,detroit--Mon Feb 1 10:20:00 2010,Clear,11,78,16.8,10,1
weather.herald.com,detroit--Mon Feb 1 10:20:00 2010, Clear,9,74,16,10,5
www.climaton.com,baltimore--Thu Feb 4 09:45:00 2010,normal,18 -8,51,34 1,,
www.nytimes.com,baltimore--Thu Feb 4 09:45:00 2010,Partly Cloudy,,56,31 -1 ,10,7
www.accuweather.com,denver--Tue Feb 2 07:50:00 2010,Clear ,9,37,32,10,5
weather.msn.com,denver--Tue Feb 2 07:50:00 2010,Mostly Sunny,12,63,23,Unlimited,8
weather.cnn.com,denver--Tue Feb 2 07:50:00 2010, Clear ,,65,24,,7
www.climaton.com,denver--Tue Feb 2 07:50:00 2010,clear sky,12-Oct,50,27 -3,10,10
igoogle.wunderground.com,memphis--Thu Feb 4 06:00:00 2010,Overcast,9,29,38.8,10,Calm
www.weatherforyou.com,memphis--Thu Feb 4 06:00:00 2010, Overcast,28,65, 39 4 ,10,12
www.nytimes.com,memphis--Thu Feb 4 06:00:00 2010,Cloudy,,62,40 4 ,10,12
weather.herald.com,memphis--Thu Feb 4 06:00:00 2010, Overcast,28,65,39,10,10
weather.msn.com,jacksonville--Mon Feb 1 20:00:00 2010,Clear,48,76,55,10,14
weather.cnn.com,jacksonville--Mon Feb 1 20:00:00 2010, Partly Sunny ,,71,59,,15
www.weatherforyou.com,jacksonville--Mon Feb 1 20:00:00 2010, Overcast,52,72, 61 16 ,,3
www.climaton.com,jacksonville--Mon Feb 1 20:00:00 2010,mostly cloudy,50 10,72,59 15,10,14
www.accuweather.com,jacksonville--Mon Feb 1 20:00:00 2010,Partly Sunny ,50,71,59,10,15
www.nytimes.com,jacksonville--Mon Feb 1 20:00:00 2010,Cloudy,,77,56 13 ,10,12
igoogle.wunderground.com,lasvegas--Tue Feb 2 07:45:00 2010,Mostly Cloudy,29,48,47.3,10,Calm
www.weatherforyou.com,lasvegas--Tue Feb 2 07:45:00 2010, Mostly Cloudy,35,63, 47 8 ,,
weather.herald.com,lasvegas--Tue Feb 2 07:45:00 2010, Mostly Cloudy,34,54,50,10,5
www2.foxnews.com,lasvegas--Tue Feb 2 07:45:00 2010,Mostly Clear,36,68,46,10,3
www.climaton.com,milwaukee--Wed Feb 3 15:50:00 2010,mostly cloudy,19 -7,80,25 -4,7,9
www.nytimes.com,milwaukee--Wed Feb 3 15:50:00 2010,Cloudy,,85,21 -6 ,7,9
weather.msn.com,jacksonville--Wed Feb 3 22:35:00 2010,Cloudy,45,76,52,10,8
weather.cnn.com,jacksonville--Wed Feb 3 22:35:00 2010, Partly Sunny ,,71,54,,12
www.weatherforyou.com,jacksonville--Wed Feb 3 22:35:00 2010, Overcast,45,75, 53 11 ,,2
www2.foxnews.com,jacksonville--Wed Feb 3 22:35:00 2010,Cloudy ,44,71,53,10,14
www.accuweather.com,boston--Tue Feb 2 13:00:00 2010,Partly Cloudy ,10,54,24,10,9
www.nytimes.com,boston--Tue Feb 2 13:00:00 2010,Partly Cloudy,,54,24 -4 ,10,9
igoogle.wunderground.com,philadelphia--Wed Feb 3 00:30:00 2010,Overcast,23,64,34.1,10,Calm
www.weatherforyou.com,philadelphia--Wed Feb 3 00:30:00 2010, Overcast,19,56, 34 1 ,10,
weather.herald.com,philadelphia--Wed Feb 3 00:30:00 2010, Overcast,20,56,34,10,8
www.accuweather.com,columbus--Mon Feb 1 14:50:00 2010,Mostly Cloudy ,13,80,18,9,0
weather.msn.com,columbus--Mon Feb 1 14:50:00 2010,Mostly Cloudy,12,79,18,9,0
weather.cnn.com,columbus--Mon Feb 1 14:50:00 2010, Sunny ,,87,14,,0
www.climaton.com,columbus--Mon Feb 1 14:50:00 2010,clear sky,12-Oct,85,14 -10,6,0
igoogle.wunderground.com,houston--Sun Jan 31 11:35:00 2010,Overcast,29,81,34.4,9,5
weather.herald.com,houston--Sun Jan 31 11:35:00 2010, Overcast,28,76,35,9,9
igoogle.wunderground.com,denver--Thu Jan 28 16:45:00 2010,Freezing Fog,25,90,27.7,0.1,1
www.weatherforyou.com,denver--Thu Jan 28 16:45:00 2010, Mostly Cloudy,25,84, 30 -1 ,,3
www.accuweather.com,detroit--Tue Feb 2 07:00:00 2010,Cloudy ,15,77,21,7,0
igoogle.wunderground.com,detroit--Tue Feb 2 07:00:00 2010,Partly Cloudy,15,63,26,10,7
weather.herald.com,detroit--Tue Feb 2 07:00:00 2010, Partly Cloudy,15,81,20,10,
