date_symbol,high,flat_change,last,wklow,prev_close,volume,wkhigh,low,percent_change,open
stock-2011-07-22wcrx,$ 23.0143,0.12,$ 22.76,$ 19.01,$ 22.88,1-093-735,$ 30.57,$ 22.7001,0.52%,$ 22.95
stock-2011-07-22wfm,$ 66.13,0.705,$ 66.13,$ 34.04,$ 65.425,743-161,$ 67.42,$ 65,1.08%,$ 65.50
stock-2011-07-22wynn,$ 166.90,1.49,$ 165.25,$ 79.89,$ 163.76,1-880-725,$ 172.58,$ 163.02,0.91%,$ 163.33
stock-2011-07-22xlnx,$ 34.04,0.05,$ 33.66,$ 23.96,$ 33.71,4-252-965,$ 37.37,$ 33.29,0.15%,$ 33.62
stock-2011-07-22xray,$ 39.67,0.015,$ 39.54,$ 27.76,$ 39.555,564-602,$ 40.16,$ 39.22,0.04%,$ 39.64
stock-2011-07-22yhoo,$ 14.05,0.39,$ 13.98,$ 12.94,$ 13.59,29-925-436,$ 18.84,$ 13.57,2.87%,$ 13.65
stock-2011-07-25aapl,$ 400,5.2,$ 398.50,$ 235.56,$ 393.30,20-933-604,$ 396.27,$ 389.62,1.32%,$ 390.18
stock-2011-07-25adbe,$ 29.83,0.07,$ 29.65,$ 25.45,$ 29.72,3-551-862,$ 35.99,$ 29.32,0.24%,$ 29.56
stock-2011-07-25adp,$ 53.15,0.27,$ 52.96,$ 38.41,$ 53.23,2-428-763,$ 55.12,$ 52.54,0.51%,$ 52.90
stock-2011-07-25adsk,$ 36.96,0.59,$ 36.48,$ 26.6306,$ 37.07,2-322-127,$ 46.15,$ 36.37,1.59%,$ 36.64
stock-2011-07-25akam,$ 30.47,0.04,$ 30.41,$ 28.69,$ 30.37,3-368-193,$ 54.65,$ 29.90,0.13%,$ 30.04
stock-2011-07-25altr,$ 42.24,0.60,$ 41.70,$ 24.48,$ 42.30,3-051-764,$ 49.59,$ 41.52,1.42%,$ 41.78
stock-2011-07-25alxn,$ 58.98,1.24,$ 57.74,$ 25.50,$ 58.98,1-615-683,$ 59.07,$ 57.62,2.1%,$ 58.41
stock-2011-07-25amat,$ 13.20,0.05,$ 13.10,$ 10.27,$ 13.15,12-021-588,$ 16.93,$ 12.92,0.38%,$ 13
stock-2011-07-25amgn,$ 55.36,0.32,$ 54.90,$ 50.26,$ 55.22,3-155-597,$ 61.53,$ 54.71,0.58%,$ 55.22
stock-2011-07-25amzn,$ 216.08,3.03,$ 213.49,$ 105.80,$ 216.52,3-325-290,$ 220.20,$ 213,1.4%,$ 215.91
stock-2011-07-25apol,$ 52.145,0.17,$ 52.10,$ 33.75,$ 51.93,1-362-287,$ 53.61,$ 51.13,0.33%,$ 51.51
stock-2011-07-25atvi,$ 12.23,0.18,$ 12.17,$ 10.40,$ 11.99,8-397-588,$ 12.65,$ 11.88,1.5%,$ 11.93
stock-2011-07-25bbby,$ 59.725,0.34,$ 59.36,$ 35.55,$ 59.70,1-214-999,$ 60.55,$ 59.13,0.57%,$ 59.23
stock-2011-07-25bidu,$ 157.90,2.54,$ 156.54,$ 74.50,$ 154,10-018-172,$ 156.04,$ 152.76,1.65%,$ 153.02
stock-2011-07-25biib,$ 106.82,1.57,$ 103.99,$ 52.40,$ 105.56,2-910-267,$ 109.63,$ 103.97,1.49%,$ 105.35
stock-2011-07-25bmc,$ 52.04,1.33,$ 51.05,$ 34.47,$ 52.38,2-176-490,$ 56.55,$ 50.97,2.54%,$ 52.04
stock-2011-07-25brcm,$ 35.18,0.56,$ 34.91,$ 29.90,$ 35.47,11-032-483,$ 47.39,$ 34.41,1.58%,$ 35.02
stock-2011-07-25ca,$ 22.80,0.12,$ 22.65,$ 17.70,$ 22.77,4-785-854,$ 25.68,$ 22.41,0.53%,$ 22.62
stock-2011-07-25celg,$ 61.25,0.37,$ 60.81,$ 48.92,$ 61.18,1-682-646,$ 63.46,$ 60.46,0.6%,$ 61.22
stock-2011-07-25cern,$ 64.93,0.88,$ 64.17,$ 36.215,$ 65.05,782-900,$ 65.07,$ 64.12,1.35%,$ 64.65
stock-2011-07-25chkp,$ 60.49,0.16,$ 59.66,$ 33.15,$ 59.82,1-897-269,$ 61.46,$ 59.25,0.27%,$ 59.44
stock-2011-07-25chrw,$ 81.46,0.78,$ 81.21,$ 58.69,$ 80.43,994-022,$ 82.61,$ 79.76,0.97%,$ 80.06
stock-2011-07-25cmcsa,$ 25.16,0.18,$ 25.03,$ 16.76,$ 24.85,16-641-594,$ 27.16,$ 24.555,0.72%,$ 24.63
stock-2011-07-25cost,$ 81.59,0.51,$ 81.16,$ 54.05,$ 81.67,1-139-544,$ 83.95,$ 81.06,0.62%,$ 81.20
stock-2011-07-25csco,$ 16.38,0.18,$ 16.28,$ 14.78,$ 16.46,33-731-284,$ 26,$ 16.16,1.09%,$ 16.30
stock-2011-07-25ctrp,$ 45.82,0.81,$ 45.59,$ 36.6401,$ 44.78,1-528-464,$ 53.16,$ 44.06,1.81%,$ 44.34
stock-2011-07-25ctsh,$ 74.53,0.55,$ 74.32,$ 53.16,$ 73.77,1-743-519,$ 83.48,$ 73.01,0.75%,$ 73.09
stock-2011-07-25ctxs,$ 75.44,0.79,$ 74.48,$ 46.37,$ 75.27,1-007-662,$ 88.4895,$ 74.20,1.05%,$ 74.63
stock-2011-07-25dell,$ 17.22,0.09,$ 17.13,$ 11.34,$ 17.04,15-203-548,$ 17.60,$ 16.82,0.53%,$ 16.97
stock-2011-07-25dltr,$ 68.57,1.30,$ 67.46,$ 40.60,$ 68.76,773-072,$ 70.54,$ 67.39,1.89%,$ 68.27
stock-2011-07-25dtv,$ 52.27,0.69,$ 51.66,$ 36.20,$ 52.35,5-077-631,$ 53.40,$ 51.55,1.32%,$ 52.19
stock-2011-07-25ebay,$ 33.985,0.3,$ 33.80,$ 20.48,$ 33.50,10-325-455,$ 35.35,$ 32.85,0.9%,$ 32.95
stock-2011-07-25erts,$ 24.325,0.14,$ 24.07,$ 14.67,$ 23.93,6-432-967,$ 25.05,$ 23.66,0.59%,$ 23.89
stock-2011-07-25esrx,$ 57.415,0.65,$ 56.65,$ 41.67,$ 57.30,9-118-419,$ 60.89,$ 56.51,1.13%,$ 56.64
stock-2011-07-25expd,$ 50.81,0.02,$ 50.54,$ 39.21,$ 50.52,838-653,$ 57.15,$ 49.8403,0.04%,$ 50.23
stock-2011-07-25expe,$ 30.56,0.12,$ 30.17,$ 19.61,$ 30.05,2-892-077,$ 31.01,$ 29.8996,0.4%,$ 29.93
stock-2011-07-25fast,$ 34.42,0.07,$ 34.32,$ 22.32,$ 34.25,1-632-472,$ 36.80,$ 33.89,0.2%,$ 34.04
stock-2011-07-25ffiv,$ 100.98,3.70,$ 97.50,$ 80,$ 101.20,3-724-132,$ 145.76,$ 97.25,3.66%,$ 99.80
stock-2011-07-25fisv,$ 62.06,0.37,$ 61.79,$ 46.19,$ 62.16,711-163,$ 65.41,$ 61.375,0.6%,$ 61.55
stock-2011-07-25flex,$ 6.98,0.29,$ 6.72,$ 4.86,$ 7.01,7-203-962,$ 8.50,$ 6.66,4.14%,$ 6.90
stock-2011-07-25flir,$ 28.72,0.39,$ 28.42,$ 24,$ 28.81,1-234-834,$ 37.29,$ 27.94,1.35%,$ 28.29
stock-2011-07-25fslr,$ 124,3.52,$ 120.60,$ 111.40,$ 124.12,1-270-938,$ 175.449,$ 120.58,2.84%,$ 123.47
stock-2011-07-25gild,$ 43.32,0.57,$ 42.64,$ 31.76,$ 43.21,5-158-407,$ 43.49,$ 42.615,1.32%,$ 43.04
stock-2011-07-25gmcr,$ 93.85,0.95,$ 91.76,$ 26.14,$ 92.71,1-300-021,$ 96.91,$ 90.60,1.02%,$ 90.95
stock-2011-07-25goog,$ 625.4092,0.75,$ 618.98,$ 447.65,$ 618.23,3-114-025,$ 642.96,$ 613,0.12%,$ 614
stock-2011-07-25grmn,$ 32.70,0.16,$ 32.56,$ 26.11,$ 32.72,579-001,$ 36.42,$ 32.28,0.49%,$ 32.68
stock-2011-07-25hsic,$ 72.6737,1.20,$ 71.69,$ 50.97,$ 72.89,329-318,$ 74.98,$ 71.67,1.65%,$ 72.47
stock-2011-07-25ilmn,$ 74.16,2.20,$ 72.27,$ 41.155,$ 74.47,1-094-791,$ 79.40,$ 72.18,2.95%,$ 74.10
stock-2011-07-25infy,$ 63.28,0.75,$ 62.87,$ 56.73,$ 63.62,1-379-524,$ 77.92,$ 62.67,1.18%,$ 62.96
stock-2011-07-25intc,$ 23.28,0.10,$ 23.03,$ 17.60,$ 23.13,40-583-245,$ 23.96,$ 22.80,0.43%,$ 22.94
stock-2011-07-25intu,$ 49.15,0.72,$ 48.68,$ 37.75,$ 47.96,4-923-071,$ 56.46,$ 47.96,1.5%,$ 48.26
stock-2011-07-25isrg,$ 403.49,4.11,$ 400.99,$ 246.05,$ 405.10,382-226,$ 415.19,$ 397.67,1.01%,$ 401.02
stock-2011-07-25joyg,$ 101.10,0.36,$ 100.21,$ 53.13,$ 99.85,972-366,$ 103.44,$ 98.86,0.36%,$ 99.12
stock-2011-07-25klac,$ 44.21,0.07,$ 44.04,$ 27.75,$ 44.11,2-389-638,$ 51.83,$ 43.33,0.16%,$ 43.36
stock-2011-07-25life,$ 51.50,0.33,$ 51.30,$ 41.10,$ 51.63,2-258-938,$ 57.25,$ 51.12,0.64%,$ 51.36
stock-2011-07-25linta,$ 17.01,0.13,$ 16.84,$ 10.10,$ 16.97,2-425-713,$ 18.645,$ 16.73,0.77%,$ 16.80
stock-2011-07-25lltc,$ 31.20,0.17,$ 31.10,$ 28.45,$ 31.27,3-570-575,$ 36.14,$ 30.51,0.54%,$ 30.89
stock-2011-07-25lrcx,$ 44.33,0.24,$ 44.02,$ 35.39,$ 44.26,1-657-621,$ 59.10,$ 43.49,0.54%,$ 43.83
stock-2011-07-25mat,$ 27.19,0.1,$ 27.11,$ 20.60,$ 27.01,3-558-940,$ 28.49,$ 26.80,0.37%,$ 26.98
stock-2011-07-25mchp,$ 33.90,0.39,$ 33.72,$ 27.46,$ 34.11,1-792-736,$ 41.50,$ 33.36,1.14%,$ 33.70
stock-2011-07-25mrvl,$ 15.40,0.04,$ 15.29,$ 13.17,$ 15.33,6-070-963,$ 22.01,$ 15.09,0.26%,$ 15.19
stock-2011-07-25msft,$ 28.09,0.38,$ 27.91,$ 23.32,$ 27.53,105-219-268,$ 29.46,$ 27.19,1.38%,$ 27.26
stock-2011-07-25mu,$ 7.96,0.20,$ 7.89,$ 6.36,$ 8.09,25-068-918,$ 11.95,$ 7.76,2.47%,$ 7.90
stock-2011-07-25mxim,$ 23.62,0.32,$ 23.42,$ 15.67,$ 23.74,2-380-726,$ 28.44,$ 23.30,1.35%,$ 23.48
stock-2011-07-25myl,$ 23.9088,0.38,$ 23.56,$ 16.87,$ 23.94,3-710-896,$ 25.46,$ 23.525,1.59%,$ 23.83
stock-2011-07-25nflx,$ 285.50,4.95,$ 281.53,$ 95.33,$ 276.58,6-066-961,$ 304.79,$ 277.40,1.79%,$ 280.57
stock-2011-07-25nihd,$ 42.61,0.20,$ 42.37,$ 35.55,$ 42.57,587-270,$ 46.32,$ 41.99,0.47%,$ 42.20
stock-2011-07-25ntap,$ 51.0425,1.28,$ 49.80,$ 37.04,$ 51.08,4-065-186,$ 61.02,$ 49.75,2.51%,$ 50.58
stock-2011-07-25nvda,$ 14.83,0.24,$ 14.76,$ 8.65,$ 15,14-157-190,$ 26.17,$ 14.55,1.6%,$ 14.77
stock-2011-07-25nwsa,$ 16.34,0.20,$ 16.22,$ 11.91,$ 16.42,21-313-965,$ 18.35,$ 16.08,1.22%,$ 16.13
stock-2011-07-25orcl,$ 32.44,0.34,$ 32.21,$ 21.66,$ 32.55,20-683-571,$ 36.50,$ 32.04,1.04%,$ 32.25
stock-2011-07-25orly,$ 62.695,0.13,$ 62.06,$ 45.74,$ 62.19,831-576,$ 66.52,$ 61.67,0.21%,$ 61.67
stock-2011-07-25payx,$ 29.88,0.10,$ 29.79,$ 24.6519,$ 29.89,1-622-188,$ 33.91,$ 29.5171,0.33%,$ 29.65
stock-2011-07-25pcar,$ 50.74,0.18,$ 50.40,$ 39.77,$ 50.22,2-383-078,$ 58.75,$ 49.63,0.36%,$ 49.80
stock-2011-07-25pcln,$ 540,0.62,$ 529.75,$ 217.7211,$ 530.37,450-517,$ 561.88,$ 529,0.12%,$ 529
stock-2011-07-25qcom,$ 57.51,0.65,$ 56.81,$ 37.45,$ 57.46,11-323-821,$ 59.84,$ 56.66,1.13%,$ 56.92
stock-2011-07-25qgen,$ 17.97,0.33,$ 17.55,$ 16.86,$ 17.88,1-953-908,$ 22.20,$ 17.54,1.85%,$ 17.62
stock-2011-07-25rimm,$ 27.65,1.24,$ 26.67,$ 25.60,$ 27.91,16-261-924,$ 70.54,$ 26.60,4.44%,$ 27.27
stock-2011-07-25rost,$ 77.88,1.48,$ 76.68,$ 48.71,$ 78.16,1-468-191,$ 83.11,$ 76.24,1.89%,$ 77.55
stock-2011-07-25sbux,$ 40.445,0.05,$ 40.40,$ 22.50,$ 40.35,5-005-625,$ 41.11,$ 39.915,0.12%,$ 40.07
stock-2011-07-25shld,$ 76.06,1.46,$ 74.64,$ 60.12,$ 76.10,283-482,$ 94.7884,$ 74.5351,1.92%,$ 75.97
stock-2011-07-25sial,$ 74.56,0.17,$ 73.70,$ 51.44,$ 73.53,842-725,$ 76.16,$ 72.91,0.23%,$ 72.99
stock-2011-07-25sndk,$ 45.25,1.69,$ 43.88,$ 33.03,$ 45.57,8-950-832,$ 53.605,$ 43.76,3.71%,$ 45.02
stock-2011-07-25spls,$ 16,0.21,$ 15.95,$ 14.75,$ 15.74,8-847-815,$ 23.75,$ 15.53,1.33%,$ 15.65
stock-2011-07-25srcl,$ 92.18,0.08,$ 92.11,$ 61.02,$ 92.19,306-916,$ 95.71,$ 91.11,0.09%,$ 91.59
stock-2011-07-25stx,$ 14.84,0.08,$ 14.65,$ 9.84,$ 14.57,13-474-530,$ 18.35,$ 14.15,0.55%,$ 14.35
stock-2011-07-25symc,$ 19.25,0.03,$ 19.09,$ 12.04,$ 19.06,8-700-532,$ 20.50,$ 18.84,0.16%,$ 19.04
stock-2011-07-25teva,$ 47.75,0.77,$ 46.99,$ 44.86,$ 47.76,5-026-918,$ 57.08,$ 46.91,1.61%,$ 47.71
stock-2011-07-25urbn,$ 32.77,0.07,$ 32.49,$ 27.96,$ 32.56,1-745-837,$ 39.26,$ 32.20,0.21%,$ 32.26
stock-2011-07-25vmed,$ 28.87,0.09,$ 28.11,$ 18.61,$ 28.20,4-484-278,$ 33.32,$ 27.99,0.32%,$ 28
stock-2011-07-25vod,$ 26.58,0.59,$ 26.43,$ 22.95,$ 27.02,5-306-805,$ 32.70,$ 26.37,2.18%,$ 26.49
stock-2011-07-25vrsn,$ 33.83,0.08,$ 33.69,$ 27.80,$ 33.77,2-020-452,$ 37.73,$ 33.45,0.24%,$ 33.61
stock-2011-07-25vrtx,$ 50.79,1.53,$ 49.45,$ 32,$ 50.98,1-104-821,$ 58.87,$ 49.34,3%,$ 50.48
stock-2011-07-25wcrx,$ 22.75,0.36,$ 22.40,$ 19.01,$ 22.76,1-682-622,$ 30.57,$ 22.39,1.58%,$ 22.70
stock-2011-07-25wfm,$ 67.89,0.59,$ 66.72,$ 34.04,$ 66.13,2-226-543,$ 67.42,$ 65.33,0.89%,$ 65.33
stock-2011-07-25wynn,$ 165,0.63,$ 164.62,$ 79.89,$ 165.25,1-078-339,$ 172.58,$ 163.31,0.38%,$ 163.74
stock-2011-07-25xlnx,$ 33.74,0.24,$ 33.42,$ 23.96,$ 33.66,3-320-360,$ 37.37,$ 33.10,0.71%,$ 33.19
stock-2011-07-25xray,$ 39.60,0.01,$ 39.55,$ 27.76,$ 39.54,1-300-801,$ 40.16,$ 39.02,0.03%,$ 39.33
stock-2011-07-25yhoo,$ 13.88,0.29,$ 13.69,$ 12.94,$ 13.98,16-594-373,$ 18.84,$ 13.68,2.07%,$ 13.84
stock-2011-07-26aapl,$ 404.50,4.91,$ 403.41,$ 235.56,$ 398.50,16-900-276,$ 400,$ 399.68,1.23%,$ 400
stock-2011-07-26adbe,$ 29.85,0.02,$ 29.63,$ 25.45,$ 29.65,2-782-381,$ 35.99,$ 29.35,0.07%,$ 29.67
stock-2011-07-26adp,$ 53.42,0.22,$ 53.18,$ 38.41,$ 52.96,2-868-392,$ 55.12,$ 52.93,0.42%,$ 53.03
stock-2011-07-26adsk,$ 36.77,0.09,$ 36.57,$ 26.6306,$ 36.48,1-842-829,$ 46.15,$ 36.221,0.25%,$ 36.48
stock-2011-07-26akam,$ 31.07,0.28,$ 30.69,$ 28.69,$ 30.41,3-814-008,$ 54.65,$ 30.41,0.92%,$ 30.53
stock-2011-07-26altr,$ 42.28,0.12,$ 41.82,$ 24.48,$ 41.70,2-499-340,$ 49.59,$ 41.60,0.29%,$ 41.72
stock-2011-07-26alxn,$ 58.32,0.04,$ 57.70,$ 26.52,$ 57.74,933-093,$ 59.07,$ 57.23,0.07%,$ 57.75
stock-2011-07-26amgn,$ 55.07,0.20,$ 54.70,$ 50.26,$ 54.90,4-337-546,$ 61.53,$ 54.42,0.36%,$ 54.77
stock-2011-07-26amzn,$ 215.60,0.69,$ 214.18,$ 114.51,$ 213.49,6-990-739,$ 220.20,$ 210.35,0.32%,$ 214.99
stock-2011-07-26apol,$ 54.23,1.76,$ 53.86,$ 33.75,$ 52.10,5-055-786,$ 53.61,$ 51.46,3.38%,$ 52
stock-2011-07-26atvi,$ 12.30,0.03,$ 12.14,$ 10.40,$ 12.17,6-841-594,$ 12.65,$ 12.09,0.25%,$ 12.15
stock-2011-07-26bbby,$ 59.82,0.16,$ 59.52,$ 35.55,$ 59.36,1-675-946,$ 60.55,$ 59.13,0.27%,$ 59.23
stock-2011-07-26bidu,$ 165.96,7.82,$ 164.36,$ 76,$ 156.54,17-732-823,$ 157.90,$ 162.10,5%,$ 163.56
stock-2011-07-26biib,$ 106,1.01,$ 105,$ 53.14,$ 103.99,2-347-301,$ 109.63,$ 104.11,0.97%,$ 104.11
stock-2011-07-26bmc,$ 51.33,0.03,$ 51.02,$ 34.47,$ 51.05,2-103-122,$ 56.55,$ 50.47,0.06%,$ 50.80
stock-2011-07-26brcm,$ 38.88,3.29,$ 38.20,$ 29.90,$ 34.91,24-998-759,$ 47.39,$ 37.80,9.42%,$ 38
stock-2011-07-26ca,$ 22.90,0.08,$ 22.73,$ 17.70,$ 22.65,4-453-457,$ 25.68,$ 22.57,0.35%,$ 22.71
stock-2011-07-26celg,$ 60.70,0.82,$ 59.99,$ 48.92,$ 60.81,2-582-850,$ 63.46,$ 59.81,1.35%,$ 60.70
stock-2011-07-26cern,$ 65.24,1.12,$ 63.05,$ 36.215,$ 64.17,786-231,$ 65.07,$ 62.96,1.75%,$ 64.02
stock-2011-07-26chkp,$ 59.90,0.95,$ 58.71,$ 33.15,$ 59.66,1-961-919,$ 61.46,$ 58.64,1.59%,$ 59.50
stock-2011-07-26chrw,$ 80.93,0.96,$ 80.25,$ 61,$ 81.21,1-152-801,$ 82.61,$ 79.86,1.18%,$ 80.93
stock-2011-07-26cmcsa,$ 25.38,0.21,$ 25.24,$ 16.76,$ 25.03,17-148-795,$ 27.16,$ 24.90,0.84%,$ 25.02
stock-2011-07-26cost,$ 81.57,0.61,$ 80.55,$ 54.05,$ 81.16,1-092-835,$ 83.95,$ 80.42,0.75%,$ 80.96
stock-2011-07-26csco,$ 16.39,0.01,$ 16.29,$ 14.78,$ 16.28,39-145-431,$ 26,$ 16.195,0.06%,$ 16.25
stock-2011-07-26ctrp,$ 47.54,1.16,$ 46.75,$ 36.6401,$ 45.59,2-583-027,$ 53.16,$ 45.70,2.54%,$ 45.70
stock-2011-07-26ctsh,$ 74.37,0.60,$ 73.72,$ 53.16,$ 74.32,2-081-050,$ 83.48,$ 73.09,0.81%,$ 74.32
stock-2011-07-26ctxs,$ 74.86,0.03,$ 74.51,$ 47.16,$ 74.48,2-165-613,$ 88.4895,$ 72.60,0.04%,$ 74.70
stock-2011-07-26dell,$ 17.28,0.015,$ 17.115,$ 11.34,$ 17.13,15-323-594,$ 17.60,$ 17.07,0.09%,$ 17.10
stock-2011-07-26dltr,$ 67.90,0.28,$ 67.18,$ 40.60,$ 67.46,913-211,$ 70.54,$ 66.77,0.42%,$ 67.41
stock-2011-07-26dtv,$ 52.27,0.4,$ 52.06,$ 36.23,$ 51.66,3-358-382,$ 53.40,$ 51.42,0.77%,$ 51.60
stock-2011-07-26ebay,$ 34.49,0.62,$ 34.42,$ 20.5333,$ 33.80,12-051-496,$ 35.35,$ 33.8299,1.83%,$ 33.93
stock-2011-07-26erts,$ 24.20,0.26,$ 23.81,$ 14.67,$ 24.07,7-010-826,$ 25.05,$ 23.72,1.08%,$ 24.19
stock-2011-07-26esrx,$ 56.49,0.47,$ 56.18,$ 41.67,$ 56.65,9-450-996,$ 60.89,$ 55.35,0.83%,$ 55.68
stock-2011-07-26expd,$ 50.45,0.84,$ 49.70,$ 39.21,$ 50.54,801-355,$ 57.15,$ 49.20,1.66%,$ 50.36
stock-2011-07-26expe,$ 30.93,0.42,$ 30.59,$ 19.61,$ 30.17,4-359-667,$ 31.01,$ 30.13,1.39%,$ 30.17
stock-2011-07-26fast,$ 34.29,0.49,$ 33.83,$ 22.32,$ 34.32,1-570-526,$ 36.80,$ 33.61,1.43%,$ 34.29
stock-2011-07-26ffiv,$ 100.1968,1.81,$ 99.31,$ 80,$ 97.50,2-500-143,$ 145.76,$ 98.16,1.86%,$ 98.69
stock-2011-07-26fisv,$ 62.06,0.28,$ 61.51,$ 46.88,$ 61.79,1-193-691,$ 65.41,$ 60.95,0.45%,$ 61.82
stock-2011-07-26flir,$ 28.57,0.27,$ 28.15,$ 24,$ 28.42,1-441-720,$ 37.29,$ 28.11,0.95%,$ 28.54
stock-2011-07-26fslr,$ 122.29,0.33,$ 120.27,$ 111.40,$ 120.60,920-135,$ 175.449,$ 119.52,0.27%,$ 121.28
stock-2011-07-26gild,$ 42.78,0.48,$ 42.16,$ 31.76,$ 42.64,7-312-700,$ 43.49,$ 42.03,1.13%,$ 42.45
stock-2011-07-26gmcr,$ 92.70,0.3,$ 92.06,$ 26.14,$ 91.76,2-663-290,$ 96.91,$ 91.61,0.33%,$ 92.14
stock-2011-07-26goog,$ 627.4992,3.54,$ 622.52,$ 447.65,$ 618.98,2-278-471,$ 642.96,$ 617.218,0.57%,$ 618.05
stock-2011-07-26grmn,$ 33.01,0.3,$ 32.86,$ 26.11,$ 32.56,1-155-556,$ 36.42,$ 32.222,0.92%,$ 32.46
stock-2011-07-26hsic,$ 71.88,2.48,$ 69.21,$ 50.97,$ 71.69,920-940,$ 74.98,$ 69.05,3.46%,$ 71.88
stock-2011-07-26ilmn,$ 71.85,2.62,$ 69.65,$ 41.155,$ 72.27,3-216-158,$ 79.40,$ 68.35,3.63%,$ 71.53
stock-2011-07-26infy,$ 63.40,0.29,$ 63.16,$ 56.73,$ 62.87,946-556,$ 77.92,$ 62.78,0.46%,$ 63.12
stock-2011-07-26intc,$ 23.15,0.135,$ 22.895,$ 17.60,$ 23.03,44-620-917,$ 23.96,$ 22.83,0.59%,$ 23.04
stock-2011-07-26intu,$ 48.95,0.07,$ 48.61,$ 38.05,$ 48.68,3-874-954,$ 56.46,$ 48.30,0.14%,$ 48.55
stock-2011-07-26isrg,$ 402.468,1.92,$ 399.07,$ 246.05,$ 400.99,273-895,$ 415.19,$ 395.03,0.48%,$ 400.99
stock-2011-07-26joyg,$ 100.06,2.18,$ 98.03,$ 53.13,$ 100.21,1-126-940,$ 103.44,$ 97.81,2.18%,$ 100.05
stock-2011-07-26klac,$ 44.60,0.33,$ 43.71,$ 27.75,$ 44.04,2-069-380,$ 51.83,$ 43.67,0.75%,$ 44.06
stock-2011-07-26life,$ 51.08,1.47,$ 49.83,$ 41.10,$ 51.30,3-775-551,$ 57.25,$ 49.72,2.87%,$ 50.95
stock-2011-07-26linta,$ 16.92,0.03,$ 16.81,$ 10.10,$ 16.84,1-536-646,$ 18.645,$ 16.70,0.18%,$ 16.89
stock-2011-07-26lltc,$ 31.8815,0.1,$ 31.20,$ 28.45,$ 31.10,4-850-604,$ 36.14,$ 31.09,0.32%,$ 31.09
stock-2011-07-26lrcx,$ 44.59,0.19,$ 43.83,$ 35.39,$ 44.02,1-534-000,$ 59.10,$ 43.70,0.43%,$ 43.86
stock-2011-07-26mat,$ 27.26,0.04,$ 27.07,$ 20.60,$ 27.11,3-252-459,$ 28.49,$ 26.90,0.15%,$ 27.17
stock-2011-07-26mchp,$ 34.34,0.52,$ 34.24,$ 27.46,$ 33.72,3-823-482,$ 41.50,$ 33.76,1.54%,$ 33.76
stock-2011-07-26mrvl,$ 15.93,0.23,$ 15.52,$ 13.17,$ 15.29,11-184-040,$ 22.01,$ 15.35,1.5%,$ 15.40
stock-2011-07-26msft,$ 28.145,0.17,$ 28.08,$ 23.32,$ 27.91,74-248-856,$ 29.46,$ 27.78,0.61%,$ 27.80
stock-2011-07-26mu,$ 7.99,0.035,$ 7.855,$ 6.36,$ 7.89,21-426-991,$ 11.95,$ 7.80,0.44%,$ 7.85
stock-2011-07-26mxim,$ 23.82,0.025,$ 23.395,$ 15.67,$ 23.42,1-749-012,$ 28.44,$ 23.34,0.11%,$ 23.58
stock-2011-07-26myl,$ 23.76,0.01,$ 23.55,$ 16.87,$ 23.56,4-755-173,$ 25.46,$ 23.42,0.04%,$ 23.61
stock-2011-07-26nflx,$ 268.29,14.62,$ 266.91,$ 95.33,$ 281.53,13-836-955,$ 304.79,$ 251.46,5.19%,$ 255.68
stock-2011-07-26nihd,$ 42.89,0.27,$ 42.64,$ 35.55,$ 42.37,919-091,$ 46.32,$ 42.19,0.64%,$ 42.24
stock-2011-07-26ntap,$ 50.51,0.38,$ 50.18,$ 37.04,$ 49.80,4-779-716,$ 61.02,$ 49.315,0.76%,$ 49.77
stock-2011-07-26nvda,$ 14.70,0.36,$ 14.40,$ 8.65,$ 14.76,17-353-830,$ 26.17,$ 14.19,2.44%,$ 14.34
stock-2011-07-26nwsa,$ 16.24,0.065,$ 16.155,$ 11.91,$ 16.22,32-240-999,$ 18.35,$ 15.88,0.4%,$ 16.24
stock-2011-07-26orcl,$ 32.52,0.065,$ 32.145,$ 21.66,$ 32.21,33-235-524,$ 36.50,$ 31.84,0.2%,$ 32.21
stock-2011-07-26orly,$ 62.41,0.05,$ 62.11,$ 45.74,$ 62.06,1-064-586,$ 66.52,$ 61.59,0.08%,$ 62.18
stock-2011-07-26payx,$ 29.80,0.265,$ 29.525,$ 24.6519,$ 29.79,1-936-581,$ 33.91,$ 29.49,0.89%,$ 29.80
stock-2011-07-26pcar,$ 46.43,5.385,$ 45.015,$ 39.77,$ 50.40,10-995-230,$ 58.75,$ 44.25,10.68%,$ 45.87
stock-2011-07-26pcln,$ 538.46,3.92,$ 533.67,$ 217.7211,$ 529.75,546-096,$ 561.88,$ 530.33,0.74%,$ 530.33
stock-2011-07-26qcom,$ 56.99,0.27,$ 56.54,$ 37.45,$ 56.81,9-846-393,$ 59.84,$ 56.30,0.48%,$ 56.85
stock-2011-07-26qgen,$ 17.51,0.26,$ 17.29,$ 16.86,$ 17.55,4-060-344,$ 22.20,$ 16.85,1.48%,$ 16.96
stock-2011-07-26rimm,$ 27.50,0.72,$ 27.39,$ 25.60,$ 26.67,16-292-840,$ 70.54,$ 26.73,2.7%,$ 26.73
stock-2011-07-26rost,$ 77.975,0.91,$ 77.59,$ 48.71,$ 76.68,1-274-183,$ 83.11,$ 76.29,1.19%,$ 77.16
stock-2011-07-26sbux,$ 40.50,0.22,$ 40.18,$ 22.50,$ 40.40,5-117-880,$ 41.11,$ 40,0.54%,$ 40.49
